Production_ID,Partner_ID,Production_Month,Energy_Generated_kWh,Energy_Utilization_Percentage,Energy_Used_kWh,Energy_Supplied_kWh,Performance_Status,Month_Name,Month_Number,Year,Season_factor,Expected_Seasonal_Output
2302,192,01-10-2025,1036,60,622,476,Low,Oct,10,2025,0.9,1080
2303,192,01-11-2025,861,83,715,194,Normal,Nov,11,2025,0.7,840
2304,192,01-12-2025,689,63,434,454,Low,Dec,12,2025,0.6,720
2305,193,01-01-2025,979,78,764,352,Low,Jan,1,2025,0.6,1020
2306,193,01-02-2025,1249,84,1049,283,High,Feb,2,2025,0.7,1190
2307,193,01-03-2025,1404,86,1207,245,High,Mar,3,2025,0.8,1360
2308,193,01-04-2025,1595,61,973,623,High,Apr,4,2025,0.9,1530
2309,193,01-05-2025,1623,72,1169,469,Low,May,5,2025,1,1700
2310,193,01-06-2025,1943,60,1166,666,High,Jun,6,2025,1.1,1870
2311,193,01-07-2025,2057,75,1543,452,Normal,Jul,7,2025,1.2,2040
2312,193,01-08-2025,1920,68,1306,593,Normal,Aug,8,2025,1.1,1870
2313,193,01-09-2025,1737,85,1476,244,Normal,Sep,9,2025,1,1700
2314,193,01-10-2025,1533,71,1088,485,Normal,Oct,10,2025,0.9,1530
2315,193,01-11-2025,1159,65,753,630,Normal,Nov,11,2025,0.7,1190
2316,193,01-12-2025,1046,71,743,542,Normal,Dec,12,2025,0.6,1020
2317,194,01-01-2025,1125,61,686,715,High,Jan,1,2025,0.6,1080
2318,194,01-02-2025,1220,62,756,724,Low,Feb,2,2025,0.7,1260
2319,194,01-03-2025,1408,73,1028,487,Normal,Mar,3,2025,0.8,1440
2320,194,01-04-2025,1607,87,1398,223,Normal,Apr,4,2025,0.9,1620
2321,194,01-05-2025,1762,82,1445,344,Normal,May,5,2025,1,1800
2322,194,01-06-2025,2068,60,1241,743,High,Jun,6,2025,1.1,1980
2323,194,01-07-2025,2164,66,1428,572,Normal,Jul,7,2025,1.2,2160
2324,194,01-08-2025,1975,79,1560,342,Normal,Aug,8,2025,1.1,1980
2325,194,01-09-2025,1720,66,1135,667,Low,Sep,9,2025,1,1800
2326,194,01-10-2025,1555,85,1322,267,Low,Oct,10,2025,0.9,1620
2327,194,01-11-2025,1298,64,831,647,High,Nov,11,2025,0.7,1260
2328,194,01-12-2025,1035,74,766,456,Low,Dec,12,2025,0.6,1080
2329,195,01-01-2025,627,73,458,273,High,Jan,1,2025,0.6,600
2330,195,01-02-2025,729,71,518,290,High,Feb,2,2025,0.7,700
2331,195,01-03-2025,831,65,540,378,High,Mar,3,2025,0.8,800
2332,195,01-04-2025,927,88,816,114,Normal,Apr,4,2025,0.9,900
2333,195,01-05-2025,1018,82,835,197,Normal,May,5,2025,1,1000
2334,195,01-06-2025,1090,65,709,341,Normal,Jun,6,2025,1.1,1100
2335,195,01-07-2025,1203,88,1059,124,Normal,Jul,7,2025,1.2,1200
2336,195,01-08-2025,1129,87,982,130,Normal,Aug,8,2025,1.1,1100
2337,195,01-09-2025,1014,73,740,268,Normal,Sep,9,2025,1,1000
2338,195,01-10-2025,876,80,701,185,Normal,Oct,10,2025,0.9,900
2339,195,01-11-2025,666,61,406,425,Low,Nov,11,2025,0.7,700
2340,195,01-12-2025,585,85,497,161,Normal,Dec,12,2025,0.6,600
2341,196,01-01-2025,943,70,660,454,High,Jan,1,2025,0.6,900
2342,196,01-02-2025,1017,85,864,243,Low,Feb,2,2025,0.7,1050
2343,196,01-03-2025,1149,63,724,589,Low,Mar,3,2025,0.8,1200
2344,196,01-04-2025,1332,71,946,392,Normal,Apr,4,2025,0.9,1350
2345,196,01-05-2025,1450,70,1015,473,Low,May,5,2025,1,1500
2346,196,01-06-2025,1708,83,1418,256,High,Jun,6,2025,1.1,1650
2347,196,01-07-2025,1756,81,1422,312,Normal,Jul,7,2025,1.2,1800
2348,196,01-08-2025,1709,67,1145,448,High,Aug,8,2025,1.1,1650
2349,196,01-09-2025,1433,62,888,624,Low,Sep,9,2025,1,1500
2350,196,01-10-2025,1299,81,1052,310,Low,Oct,10,2025,0.9,1350
2351,196,01-11-2025,1082,67,725,460,High,Nov,11,2025,0.7,1050
2352,196,01-12-2025,864,70,605,478,Low,Dec,12,2025,0.6,900
2353,197,01-01-2025,526,87,458,125,Normal,Jan,1,2025,0.6,540
2354,197,01-02-2025,611,84,513,147,Low,Feb,2,2025,0.7,630
2355,197,01-03-2025,721,66,476,328,Normal,Mar,3,2025,0.8,720
2356,197,01-04-2025,808,89,719,94,Normal,Apr,4,2025,0.9,810
2357,197,01-05-2025,930,81,753,176,High,May,5,2025,1,900
2358,197,01-06-2025,1034,65,672,300,High,Jun,6,2025,1.1,990
2359,197,01-07-2025,1069,87,930,113,Normal,Jul,7,2025,1.2,1080
2360,197,01-08-2025,1031,83,856,143,High,Aug,8,2025,1.1,990
2361,197,01-09-2025,910,85,774,135,Normal,Sep,9,2025,1,900
2362,197,01-10-2025,829,67,555,281,Normal,Oct,10,2025,0.9,810
2363,197,01-11-2025,644,81,522,171,Normal,Nov,11,2025,0.7,630
2364,197,01-12-2025,546,62,339,351,Normal,Dec,12,2025,0.6,540
2365,198,01-01-2025,1117,86,961,266,High,Jan,1,2025,0.6,1080
2366,198,01-02-2025,1284,64,822,649,Normal,Feb,2,2025,0.7,1260
2367,198,01-03-2025,1511,61,922,634,High,Mar,3,2025,0.8,1440
2368,198,01-04-2025,1685,87,1466,238,High,Apr,4,2025,0.9,1620
2369,198,01-05-2025,1735,85,1475,277,Low,May,5,2025,1,1800
2370,198,01-06-2025,1970,81,1596,345,Normal,Jun,6,2025,1.1,1980
2371,198,01-07-2025,2220,75,1665,446,Normal,Jul,7,2025,1.2,2160
2372,198,01-08-2025,2052,68,1395,618,High,Aug,8,2025,1.1,1980
2373,198,01-09-2025,1823,80,1458,374,Normal,Sep,9,2025,1,1800
2374,198,01-10-2025,1653,85,1405,277,Normal,Oct,10,2025,0.9,1620
2375,198,01-11-2025,1277,83,1060,290,Normal,Nov,11,2025,0.7,1260
2376,198,01-12-2025,1081,74,800,432,Normal,Dec,12,2025,0.6,1080
2377,199,01-01-2025,413,60,248,306,Normal,Jan,1,2025,0.6,420
2378,199,01-02-2025,489,86,421,89,Normal,Feb,2,2025,0.7,490
2379,199,01-03-2025,534,79,422,161,Low,Mar,3,2025,0.8,560
2380,199,01-04-2025,627,60,376,287,Normal,Apr,4,2025,0.9,630
2381,199,01-05-2025,712,89,634,80,Normal,May,5,2025,1,700
2382,199,01-06-2025,808,75,606,184,High,Jun,6,2025,1.1,770
2383,199,01-07-2025,850,79,672,135,Normal,Jul,7,2025,1.2,840
2384,199,01-08-2025,741,65,482,267,Low,Aug,8,2025,1.1,770
2385,199,01-09-2025,685,70,480,218,Normal,Sep,9,2025,1,700
2386,199,01-10-2025,599,82,491,121,Low,Oct,10,2025,0.9,630
2387,199,01-11-2025,497,66,328,246,Normal,Nov,11,2025,0.7,490
2388,199,01-12-2025,430,72,310,185,Normal,Dec,12,2025,0.6,420
2389,200,01-01-2025,592,90,533,107,Normal,Jan,1,2025,0.6,600
2390,200,01-02-2025,666,79,526,206,Low,Feb,2,2025,0.7,700
2391,200,01-03-2025,799,81,647,202,Normal,Mar,3,2025,0.8,800
2392,200,01-04-2025,872,83,724,158,Low,Apr,4,2025,0.9,900
2393,200,01-05-2025,977,61,596,387,Normal,May,5,2025,1,1000
2394,200,01-06-2025,1079,62,669,401,Normal,Jun,6,2025,1.1,1100
2395,200,01-07-2025,1253,88,1103,120,High,Jul,7,2025,1.2,1200
2396,200,01-08-2025,1124,74,832,269,Normal,Aug,8,2025,1.1,1100
2397,200,01-09-2025,1018,63,641,368,Normal,Sep,9,2025,1,1000
2398,200,01-10-2025,907,62,562,406,Normal,Oct,10,2025,0.9,900
2399,200,01-11-2025,703,71,499,266,Normal,Nov,11,2025,0.7,700
2400,200,01-12-2025,603,87,525,137,Normal,Dec,12,2025,0.6,600
2401,201,01-01-2025,355,75,266,152,Normal,Jan,1,2025,0.6,360
2402,201,01-02-2025,403,71,286,187,Low,Feb,2,2025,0.7,420
2403,201,01-03-2025,488,84,410,98,Normal,Mar,3,2025,0.8,480
2404,201,01-04-2025,514,84,432,96,Low,Apr,4,2025,0.9,540
2405,201,01-05-2025,573,86,493,81,Low,May,5,2025,1,600
2406,201,01-06-2025,666,67,446,197,Normal,Jun,6,2025,1.1,660
2407,201,01-07-2025,716,65,465,220,Normal,Jul,7,2025,1.2,720
2408,201,01-08-2025,634,80,507,110,Low,Aug,8,2025,1.1,660
2409,201,01-09-2025,619,85,526,97,High,Sep,9,2025,1,600
2410,201,01-10-2025,520,88,458,76,Low,Oct,10,2025,0.9,540
2411,201,01-11-2025,434,88,382,75,High,Nov,11,2025,0.7,420
2412,201,01-12-2025,375,87,326,79,High,Dec,12,2025,0.6,360
2413,202,01-01-2025,769,75,577,294,Normal,Jan,1,2025,0.6,780
2414,202,01-02-2025,911,71,647,351,Normal,Feb,2,2025,0.7,910
2415,202,01-03-2025,989,67,663,426,Low,Mar,3,2025,0.8,1040
2416,202,01-04-2025,1224,68,832,383,High,Apr,4,2025,0.9,1170
2417,202,01-05-2025,1261,69,870,385,Normal,May,5,2025,1,1300
2418,202,01-06-2025,1442,71,1024,401,Normal,Jun,6,2025,1.1,1430
2419,202,01-07-2025,1485,72,1069,382,Low,Jul,7,2025,1.2,1560
2420,202,01-08-2025,1481,77,1140,324,High,Aug,8,2025,1.1,1430
2421,202,01-09-2025,1329,70,930,373,Normal,Sep,9,2025,1,1300
2422,202,01-10-2025,1124,69,776,423,Low,Oct,10,2025,0.9,1170
2423,202,01-11-2025,943,86,811,195,High,Nov,11,2025,0.7,910
2424,202,01-12-2025,779,86,670,171,Normal,Dec,12,2025,0.6,780
2425,203,01-01-2025,752,67,504,466,Low,Jan,1,2025,0.6,780
2426,203,01-02-2025,873,85,742,214,Low,Feb,2,2025,0.7,910
2427,203,01-03-2025,1035,86,890,181,Normal,Mar,3,2025,0.8,1040
2428,203,01-04-2025,1186,86,1020,185,Normal,Apr,4,2025,0.9,1170
2429,203,01-05-2025,1270,78,991,293,Normal,May,5,2025,1,1300
2430,203,01-06-2025,1449,65,942,458,Normal,Jun,6,2025,1.1,1430
2431,203,01-07-2025,1588,89,1413,132,Normal,Jul,7,2025,1.2,1560
2432,203,01-08-2025,1406,82,1153,255,Normal,Aug,8,2025,1.1,1430
2433,203,01-09-2025,1349,67,904,419,High,Sep,9,2025,1,1300
2434,203,01-10-2025,1170,79,924,289,Normal,Oct,10,2025,0.9,1170
2435,203,01-11-2025,873,89,777,146,Low,Nov,11,2025,0.7,910
2436,203,01-12-2025,800,86,688,196,Normal,Dec,12,2025,0.6,780
2437,204,01-01-2025,364,62,226,225,Normal,Jan,1,2025,0.6,360
2438,204,01-02-2025,415,68,282,198,Normal,Feb,2,2025,0.7,420
2439,204,01-03-2025,498,69,344,169,High,Mar,3,2025,0.8,480
2440,204,01-04-2025,556,70,389,181,Normal,Apr,4,2025,0.9,540
2441,204,01-05-2025,604,64,387,212,Normal,May,5,2025,1,600
2442,204,01-06-2025,638,82,523,111,Low,Jun,6,2025,1.1,660
2443,204,01-07-2025,706,90,635,65,Normal,Jul,7,2025,1.2,720
2444,204,01-08-2025,692,81,561,124,High,Aug,8,2025,1.1,660
2445,204,01-09-2025,578,70,405,164,Low,Sep,9,2025,1,600
2446,204,01-10-2025,538,71,382,178,Normal,Oct,10,2025,0.9,540
2447,204,01-11-2025,432,71,307,173,Normal,Nov,11,2025,0.7,420
2448,204,01-12-2025,364,82,298,106,Normal,Dec,12,2025,0.6,360
2449,205,01-01-2025,408,68,277,222,Normal,Jan,1,2025,0.6,420
2450,205,01-02-2025,476,86,409,96,Normal,Feb,2,2025,0.7,490
2451,205,01-03-2025,548,60,329,258,Normal,Mar,3,2025,0.8,560
2452,205,01-04-2025,658,75,494,176,High,Apr,4,2025,0.9,630
2453,205,01-05-2025,697,72,502,194,Normal,May,5,2025,1,700
2454,205,01-06-2025,756,75,567,168,Normal,Jun,6,2025,1.1,770
2455,205,01-07-2025,854,67,572,250,Normal,Jul,7,2025,1.2,840
2456,205,01-08-2025,780,77,601,153,Normal,Aug,8,2025,1.1,770
2457,205,01-09-2025,681,83,565,120,Normal,Sep,9,2025,1,700
2458,205,01-10-2025,606,60,364,273,Low,Oct,10,2025,0.9,630
2459,205,01-11-2025,484,74,358,172,Normal,Nov,11,2025,0.7,490
2460,205,01-12-2025,407,83,338,122,Low,Dec,12,2025,0.6,420
2461,206,01-01-2025,990,79,782,314,High,Jan,1,2025,0.6,960
2462,206,01-02-2025,1122,88,987,191,Normal,Feb,2,2025,0.7,1120
2463,206,01-03-2025,1337,62,829,556,High,Mar,3,2025,0.8,1280
2464,206,01-04-2025,1436,63,905,543,Normal,Apr,4,2025,0.9,1440
2465,206,01-05-2025,1592,73,1162,471,Normal,May,5,2025,1,1600
2466,206,01-06-2025,1686,66,1113,574,Low,Jun,6,2025,1.1,1760
2467,206,01-07-2025,1957,79,1546,345,Normal,Jul,7,2025,1.2,1920
2468,206,01-08-2025,1730,75,1298,404,Normal,Aug,8,2025,1.1,1760
2469,206,01-09-2025,1640,78,1279,372,Normal,Sep,9,2025,1,1600
2470,206,01-10-2025,1429,66,943,581,Normal,Oct,10,2025,0.9,1440
2471,206,01-11-2025,1109,87,965,215,Normal,Nov,11,2025,0.7,1120
2472,206,01-12-2025,966,88,850,179,Normal,Dec,12,2025,0.6,960
2473,207,01-01-2025,503,75,377,187,High,Jan,1,2025,0.6,480
2474,207,01-02-2025,536,62,332,319,Low,Feb,2,2025,0.7,560
2475,207,01-03-2025,617,70,432,260,Low,Mar,3,2025,0.8,640
2476,207,01-04-2025,707,60,424,328,Normal,Apr,4,2025,0.9,720
2477,207,01-05-2025,778,86,669,122,Normal,May,5,2025,1,800
2478,207,01-06-2025,914,85,777,112,High,Jun,6,2025,1.1,880
2479,207,01-07-2025,940,85,799,123,Normal,Jul,7,2025,1.2,960
2480,207,01-08-2025,889,90,800,87,Normal,Aug,8,2025,1.1,880
2481,207,01-09-2025,823,77,634,174,Normal,Sep,9,2025,1,800
2482,207,01-10-2025,694,73,507,213,Low,Oct,10,2025,0.9,720
2483,207,01-11-2025,559,83,464,129,Normal,Nov,11,2025,0.7,560
2484,207,01-12-2025,474,84,398,121,Normal,Dec,12,2025,0.6,480
2485,208,01-01-2025,740,69,511,371,Normal,Jan,1,2025,0.6,720
2486,208,01-02-2025,803,90,723,114,Low,Feb,2,2025,0.7,840
2487,208,01-03-2025,952,82,781,236,Normal,Mar,3,2025,0.8,960
2488,208,01-04-2025,1029,80,823,219,Low,Apr,4,2025,0.9,1080
2489,208,01-05-2025,1220,87,1061,141,Normal,May,5,2025,1,1200
2490,208,01-06-2025,1290,68,877,378,Normal,Jun,6,2025,1.1,1320
2491,208,01-07-2025,1439,68,979,402,Normal,Jul,7,2025,1.2,1440
2492,208,01-08-2025,1279,69,883,370,Low,Aug,8,2025,1.1,1320
2493,208,01-09-2025,1162,84,976,178,Low,Sep,9,2025,1,1200
2494,208,01-10-2025,1101,75,826,297,Normal,Oct,10,2025,0.9,1080
2495,208,01-11-2025,826,61,504,492,Normal,Nov,11,2025,0.7,840
2496,208,01-12-2025,746,74,552,302,High,Dec,12,2025,0.6,720
2497,209,01-01-2025,1095,66,723,665,Normal,Jan,1,2025,0.6,1080
2498,209,01-02-2025,1219,66,805,665,Low,Feb,2,2025,0.7,1260
2499,209,01-03-2025,1441,64,922,666,Normal,Mar,3,2025,0.8,1440
2500,209,01-04-2025,1545,80,1236,339,Low,Apr,4,2025,0.9,1620
2501,209,01-05-2025,1880,67,1260,589,High,May,5,2025,1,1800
2502,209,01-06-2025,1990,72,1433,509,Normal,Jun,6,2025,1.1,1980
2503,209,01-07-2025,2118,67,1419,635,Normal,Jul,7,2025,1.2,2160
2504,209,01-08-2025,2013,81,1631,319,Normal,Aug,8,2025,1.1,1980
2505,209,01-09-2025,1768,82,1450,321,Normal,Sep,9,2025,1,1800
2506,209,01-10-2025,1544,88,1359,232,Low,Oct,10,2025,0.9,1620
2507,209,01-11-2025,1246,66,822,620,Normal,Nov,11,2025,0.7,1260
2508,209,01-12-2025,1125,61,686,661,High,Dec,12,2025,0.6,1080
2509,210,01-01-2025,973,84,817,257,Normal,Jan,1,2025,0.6,960
2510,210,01-02-2025,1123,83,932,297,Normal,Feb,2,2025,0.7,1120
2511,210,01-03-2025,1293,60,776,610,Normal,Mar,3,2025,0.8,1280
2512,210,01-04-2025,1494,80,1195,293,High,Apr,4,2025,0.9,1440
2513,210,01-05-2025,1595,88,1404,191,Normal,May,5,2025,1,1600
2514,210,01-06-2025,1801,83,1495,255,Normal,Jun,6,2025,1.1,1760
2515,210,01-07-2025,1989,61,1213,627,High,Jul,7,2025,1.2,1920
2516,210,01-08-2025,1834,65,1192,517,High,Aug,8,2025,1.1,1760
2517,210,01-09-2025,1601,73,1169,437,Normal,Sep,9,2025,1,1600
2518,210,01-10-2025,1436,90,1292,160,Normal,Oct,10,2025,0.9,1440
2519,210,01-11-2025,1103,68,750,558,Normal,Nov,11,2025,0.7,1120
2520,210,01-12-2025,995,73,726,461,High,Dec,12,2025,0.6,960
2521,211,01-01-2025,578,75,434,242,Low,Jan,1,2025,0.6,600
2522,211,01-02-2025,675,68,459,296,Low,Feb,2,2025,0.7,700
2523,211,01-03-2025,817,65,531,333,Normal,Mar,3,2025,0.8,800
2524,211,01-04-2025,877,78,684,212,Normal,Apr,4,2025,0.9,900
2525,211,01-05-2025,972,63,612,371,Normal,May,5,2025,1,1000
2526,211,01-06-2025,1057,65,687,376,Low,Jun,6,2025,1.1,1100
2527,211,01-07-2025,1207,80,966,188,Normal,Jul,7,2025,1.2,1200
2528,211,01-08-2025,1105,89,983,107,Normal,Aug,8,2025,1.1,1100
2529,211,01-09-2025,970,70,679,295,Normal,Sep,9,2025,1,1000
2530,211,01-10-2025,888,76,675,217,Normal,Oct,10,2025,0.9,900
2531,211,01-11-2025,709,87,617,131,Normal,Nov,11,2025,0.7,700
2532,211,01-12-2025,610,82,500,162,Normal,Dec,12,2025,0.6,600
2533,212,01-01-2025,743,61,453,506,Low,Jan,1,2025,0.6,780
2534,212,01-02-2025,945,72,680,370,High,Feb,2,2025,0.7,910
2535,212,01-03-2025,1058,68,719,397,Normal,Mar,3,2025,0.8,1040
2536,212,01-04-2025,1187,75,890,314,Normal,Apr,4,2025,0.9,1170
2537,212,01-05-2025,1336,72,962,332,Normal,May,5,2025,1,1300
2538,212,01-06-2025,1372,75,1029,295,Low,Jun,6,2025,1.1,1430
2539,212,01-07-2025,1532,77,1180,271,Normal,Jul,7,2025,1.2,1560
2540,212,01-08-2025,1466,70,1026,354,Normal,Aug,8,2025,1.1,1430
2541,212,01-09-2025,1364,82,1118,232,High,Sep,9,2025,1,1300
2542,212,01-10-2025,1183,79,935,260,Normal,Oct,10,2025,0.9,1170
2543,212,01-11-2025,875,75,656,351,Low,Nov,11,2025,0.7,910
2544,212,01-12-2025,795,75,596,306,Normal,Dec,12,2025,0.6,780
2545,213,01-01-2025,404,65,263,266,Low,Jan,1,2025,0.6,420
2546,213,01-02-2025,502,70,351,217,Normal,Feb,2,2025,0.7,490
2547,213,01-03-2025,567,74,420,184,Normal,Mar,3,2025,0.8,560
2548,213,01-04-2025,643,78,502,154,Normal,Apr,4,2025,0.9,630
2549,213,01-05-2025,672,71,477,191,Low,May,5,2025,1,700
2550,213,01-06-2025,793,86,682,96,Normal,Jun,6,2025,1.1,770
2551,213,01-07-2025,813,62,504,244,Low,Jul,7,2025,1.2,840
2552,213,01-08-2025,754,82,618,122,Normal,Aug,8,2025,1.1,770
2553,213,01-09-2025,680,66,449,257,Normal,Sep,9,2025,1,700
2554,213,01-10-2025,657,80,526,133,High,Oct,10,2025,0.9,630
2555,213,01-11-2025,471,67,316,212,Low,Nov,11,2025,0.7,490
2556,213,01-12-2025,433,69,299,205,High,Dec,12,2025,0.6,420
2557,214,01-01-2025,471,70,330,223,Normal,Jan,1,2025,0.6,480
2558,214,01-02-2025,538,86,463,122,Low,Feb,2,2025,0.7,560
2559,214,01-03-2025,610,85,519,126,Low,Mar,3,2025,0.8,640
2560,214,01-04-2025,740,79,585,158,Normal,Apr,4,2025,0.9,720
2561,214,01-05-2025,772,82,633,147,Low,May,5,2025,1,800
2562,214,01-06-2025,890,61,543,292,Normal,Jun,6,2025,1.1,880
2563,214,01-07-2025,941,61,574,287,Normal,Jul,7,2025,1.2,960
2564,214,01-08-2025,841,65,547,298,Low,Aug,8,2025,1.1,880
2565,214,01-09-2025,792,71,562,227,Normal,Sep,9,2025,1,800
2566,214,01-10-2025,686,80,549,168,Low,Oct,10,2025,0.9,720
2567,214,01-11-2025,558,86,480,115,Normal,Nov,11,2025,0.7,560
2568,214,01-12-2025,461,82,378,153,Low,Dec,12,2025,0.6,480
2569,215,01-01-2025,685,63,432,427,Low,Jan,1,2025,0.6,720
2570,215,01-02-2025,823,61,502,428,Normal,Feb,2,2025,0.7,840
2571,215,01-03-2025,916,79,724,249,Low,Mar,3,2025,0.8,960
2572,215,01-04-2025,1037,76,788,274,Low,Apr,4,2025,0.9,1080
2573,215,01-05-2025,1215,90,1094,130,Normal,May,5,2025,1,1200
2574,215,01-06-2025,1358,88,1195,155,Normal,Jun,6,2025,1.1,1320
2575,215,01-07-2025,1454,80,1163,260,Normal,Jul,7,2025,1.2,1440
2576,215,01-08-2025,1271,65,826,440,Low,Aug,8,2025,1.1,1320
2577,215,01-09-2025,1212,82,994,220,Normal,Sep,9,2025,1,1200
2578,215,01-10-2025,1112,81,901,218,Normal,Oct,10,2025,0.9,1080
2579,215,01-11-2025,871,86,749,180,High,Nov,11,2025,0.7,840
2580,215,01-12-2025,747,62,463,412,High,Dec,12,2025,0.6,720
2581,216,01-01-2025,874,68,594,439,Normal,Jan,1,2025,0.6,900
2582,216,01-02-2025,1031,82,845,286,Normal,Feb,2,2025,0.7,1050
2583,216,01-03-2025,1149,79,908,294,Low,Mar,3,2025,0.8,1200
2584,216,01-04-2025,1311,86,1127,214,Normal,Apr,4,2025,0.9,1350
2585,216,01-05-2025,1551,75,1163,389,High,May,5,2025,1,1500
2586,216,01-06-2025,1708,70,1196,473,High,Jun,6,2025,1.1,1650
2587,216,01-07-2025,1762,86,1515,229,Normal,Jul,7,2025,1.2,1800
2588,216,01-08-2025,1646,71,1169,435,Normal,Aug,8,2025,1.1,1650
2589,216,01-09-2025,1546,83,1283,261,High,Sep,9,2025,1,1500
2590,216,01-10-2025,1397,74,1034,353,High,Oct,10,2025,0.9,1350
2591,216,01-11-2025,1010,89,899,165,Low,Nov,11,2025,0.7,1050
2592,216,01-12-2025,875,89,779,180,Normal,Dec,12,2025,0.6,900
2593,217,01-01-2025,652,83,541,186,Normal,Jan,1,2025,0.6,660
2594,217,01-02-2025,776,84,652,180,Normal,Feb,2,2025,0.7,770
2595,217,01-03-2025,842,61,514,421,Low,Mar,3,2025,0.8,880
2596,217,01-04-2025,1033,88,909,136,High,Apr,4,2025,0.9,990
2597,217,01-05-2025,1083,77,834,260,Normal,May,5,2025,1,1100
2598,217,01-06-2025,1200,87,1044,134,Normal,Jun,6,2025,1.1,1210
2599,217,01-07-2025,1295,88,1140,127,Normal,Jul,7,2025,1.2,1320
2600,217,01-08-2025,1235,81,1000,224,Normal,Aug,8,2025,1.1,1210
2601,217,01-09-2025,1069,69,738,330,Normal,Sep,9,2025,1,1100
2602,217,01-10-2025,1015,61,619,395,Normal,Oct,10,2025,0.9,990
2603,217,01-11-2025,801,82,657,203,High,Nov,11,2025,0.7,770
2604,217,01-12-2025,684,84,575,178,High,Dec,12,2025,0.6,660
2605,218,01-01-2025,492,84,413,132,Normal,Jan,1,2025,0.6,480
2606,218,01-02-2025,585,86,503,101,High,Feb,2,2025,0.7,560
2607,218,01-03-2025,617,76,469,209,Low,Mar,3,2025,0.8,640
2608,218,01-04-2025,752,80,602,164,High,Apr,4,2025,0.9,720
2609,218,01-05-2025,770,81,624,157,Low,May,5,2025,1,800
2610,218,01-06-2025,860,67,576,283,Normal,Jun,6,2025,1.1,880
2611,218,01-07-2025,948,69,654,238,Normal,Jul,7,2025,1.2,960
2612,218,01-08-2025,840,74,622,222,Low,Aug,8,2025,1.1,880
2613,218,01-09-2025,777,75,583,181,Normal,Sep,9,2025,1,800
2614,218,01-10-2025,751,86,646,108,High,Oct,10,2025,0.9,720
2615,218,01-11-2025,573,76,435,190,Normal,Nov,11,2025,0.7,560
2616,218,01-12-2025,459,71,326,228,Low,Dec,12,2025,0.6,480
2617,219,01-01-2025,483,64,309,296,Normal,Jan,1,2025,0.6,480
2618,219,01-02-2025,574,82,471,156,Normal,Feb,2,2025,0.7,560
2619,219,01-03-2025,647,70,453,264,Normal,Mar,3,2025,0.8,640
2620,219,01-04-2025,718,88,632,103,Normal,Apr,4,2025,0.9,720
2621,219,01-05-2025,795,70,557,226,Normal,May,5,2025,1,800
2622,219,01-06-2025,890,74,659,213,Normal,Jun,6,2025,1.1,880
2623,219,01-07-2025,973,86,837,118,Normal,Jul,7,2025,1.2,960
2624,219,01-08-2025,916,88,806,91,High,Aug,8,2025,1.1,880
2625,219,01-09-2025,795,85,676,123,Normal,Sep,9,2025,1,800
2626,219,01-10-2025,736,89,655,94,Normal,Oct,10,2025,0.9,720
2627,219,01-11-2025,548,71,389,229,Normal,Nov,11,2025,0.7,560
2628,219,01-12-2025,476,74,352,220,Normal,Dec,12,2025,0.6,480
2629,220,01-01-2025,676,77,521,255,Normal,Jan,1,2025,0.6,660
2630,220,01-02-2025,782,69,540,332,Normal,Feb,2,2025,0.7,770
2631,220,01-03-2025,869,62,539,405,Normal,Mar,3,2025,0.8,880
2632,220,01-04-2025,1039,67,696,344,High,Apr,4,2025,0.9,990
2633,220,01-05-2025,1062,82,871,186,Low,May,5,2025,1,1100
2634,220,01-06-2025,1184,62,734,424,Normal,Jun,6,2025,1.1,1210
2635,220,01-07-2025,1370,89,1219,116,High,Jul,7,2025,1.2,1320
2636,220,01-08-2025,1233,82,1011,188,Normal,Aug,8,2025,1.1,1210
2637,220,01-09-2025,1064,60,638,444,Low,Sep,9,2025,1,1100
2638,220,01-10-2025,946,64,605,423,Low,Oct,10,2025,0.9,990
2639,220,01-11-2025,786,78,613,249,Normal,Nov,11,2025,0.7,770
2640,220,01-12-2025,658,76,500,248,Normal,Dec,12,2025,0.6,660
2641,221,01-01-2025,172,86,148,39,Low,Jan,1,2025,0.6,180
2642,221,01-02-2025,205,85,174,48,Normal,Feb,2,2025,0.7,210
2643,221,01-03-2025,244,68,166,86,Normal,Mar,3,2025,0.8,240
2644,221,01-04-2025,277,86,238,42,Normal,Apr,4,2025,0.9,270
2645,221,01-05-2025,294,84,247,46,Normal,May,5,2025,1,300
2646,221,01-06-2025,319,83,265,53,Low,Jun,6,2025,1.1,330
2647,221,01-07-2025,363,65,236,107,Normal,Jul,7,2025,1.2,360
2648,221,01-08-2025,315,60,189,127,Low,Aug,8,2025,1.1,330
2649,221,01-09-2025,296,69,204,85,Normal,Sep,9,2025,1,300
2650,221,01-10-2025,275,87,239,39,Normal,Oct,10,2025,0.9,270
2651,221,01-11-2025,202,86,174,40,Low,Nov,11,2025,0.7,210
2652,221,01-12-2025,179,82,147,54,Normal,Dec,12,2025,0.6,180
2653,222,01-01-2025,999,70,699,527,High,Jan,1,2025,0.6,960
2654,222,01-02-2025,1162,88,1023,177,High,Feb,2,2025,0.7,1120
2655,222,01-03-2025,1309,79,1034,319,Normal,Mar,3,2025,0.8,1280
2656,222,01-04-2025,1369,70,958,516,Low,Apr,4,2025,0.9,1440
2657,222,01-05-2025,1679,71,1192,479,High,May,5,2025,1,1600
