Bill_ID,Customer_ID,Billing_Month,Consumption_kWh,Bill_Amount,Paid_Status,Dispute_Flag,High_Bill_Flag
1179,544,2025-03,58,82.5,Yes,No,No
1180,330,2025-07,79,135.25,Yes,No,No
1181,216,2024-03,63,96.25,Yes,No,No
1182,511,2025-09,16,102,Yes,No,No
1183,18,2024-07,6,63.5,Yes,No,No
1184,751,2024-09,43,57.25,Yes,No,No
1185,749,2023-10,70,118.5,Yes,No,No
1186,908,2024-02,80,141,Yes,No,No
1187,366,2023-08,92,95,Yes,No,No
1188,510,2023-07,42,95.5,Yes,No,No
1189,898,2025-09,88,121,Yes,No,No
1190,442,2025-06,77,83.75,Yes,No,No
1191,136,2024-05,93,109.75,Yes,No,No
1192,494,2025-12,66,120.5,Yes,No,No
1193,327,2024-05,98,115.5,Yes,No,No
1194,454,2023-12,91,135.25,No,Yes,No
1195,788,2024-01,41,93.75,Yes,No,No
1196,542,2025-01,47,55.25,Yes,No,No
1197,637,2023-11,43,125.25,Yes,No,No
1198,786,2023-08,92,138,Yes,No,No
1199,183,2024-03,79,109.25,Yes,No,No
1200,563,2024-01,82,82.5,Yes,No,No
1201,254,2023-11,75,149.25,Yes,No,No
1202,894,2023-05,70,127.5,Yes,No,No
1203,945,2024-07,4,101,Yes,No,No
1204,925,2023-11,86,122.5,Yes,No,No
1205,805,2025-10,90,113.5,Yes,No,No
1206,733,2023-06,69,113.75,Yes,No,No
1207,397,2025-05,25,114.75,Yes,No,No
1208,231,2024-07,86,99.5,Yes,No,No
1209,786,2023-06,58,89.5,Yes,No,No
1210,223,2025-09,75,154.25,Yes,No,No
1211,711,2025-07,43,120.25,Yes,No,No
1212,193,2024-05,47,83.25,Yes,No,No
1213,106,2023-06,9,57.75,Yes,No,No
1214,99,2024-12,75,109.25,Yes,No,No
1215,710,2026-01,45,56.75,Yes,No,No
1216,269,2023-05,98,113.5,Yes,No,No
1217,946,2025-11,86,108.5,Yes,No,No
1218,282,2023-05,81,157.75,Yes,No,No
1219,534,2025-05,41,57.75,Yes,No,No
1220,299,2024-11,55,117.25,Yes,No,No
1221,369,2024-09,69,129.75,No,No,No
1222,720,2023-07,60,120,Yes,No,No
1223,32,2024-02,71,111.25,Yes,No,No
1224,824,2024-07,39,112.25,Yes,No,No
1225,223,2025-11,46,104.5,Yes,No,No
1226,803,2024-08,40,57,Yes,No,No
1227,504,2026-04,52,67,Yes,No,No
1228,875,2023-08,33,117.75,Yes,No,No
1229,225,2025-11,79,84.25,Yes,No,No
1230,960,2024-01,100,132,Yes,No,No
1231,203,2025-06,33,123.75,No,No,No
1232,811,2025-11,18,81.5,Yes,No,No
1233,224,2024-10,50,80.5,Yes,No,No
1234,633,2024-10,60,81,Yes,No,No
1235,473,2025-09,45,119.75,Yes,No,No
1236,370,2024-07,58,75.5,Yes,No,No
1237,970,2023-08,20,112,Yes,No,No
1238,582,2023-07,24,116,Yes,No,No
1239,2,2024-10,83,120.25,Yes,No,No
1240,29,2023-09,25,105.75,Yes,No,No
1241,71,2025-12,88,102,Yes,No,No
1242,335,2023-04,54,117.5,Yes,No,No
1243,243,2025-04,96,117,Yes,No,No
1244,49,2023-10,49,82.75,Yes,No,No
1245,79,2023-03,37,65.75,Yes,No,No
1246,793,2025-10,66,82.5,Yes,No,No
1247,483,2024-07,37,118.75,Yes,No,No
1248,70,2023-03,87,108.25,Yes,No,No
1249,344,2025-06,16,99,Yes,No,No
1250,457,2025-06,99,128.25,Yes,No,No
1251,887,2026-03,68,125,Yes,No,No
1252,979,2025-08,9,38.75,Yes,No,No
1253,529,2024-07,54,94.5,Yes,No,No
1254,668,2026-02,22,85.5,Yes,No,No
1255,151,2023-08,47,61.25,Yes,No,No
1256,767,2023-12,78,103.5,Yes,No,No
1257,953,2025-12,96,117,Yes,No,No
1258,21,2025-11,8,44,Yes,No,No
1259,217,2025-04,47,55.25,Yes,No,No
1260,500,2023-12,12,35,Yes,No,No
1261,943,2023-10,56,138,No,Yes,No
1262,914,2024-05,80,122,Yes,No,No
1263,538,2025-08,53,98.75,Yes,No,No
1264,950,2024-09,36,53,Yes,No,No
1265,186,2023-12,43,64.25,Yes,No,No
1266,814,2023-09,57,130.75,No,No,No
1267,141,2024-01,76,124,Yes,No,No
1268,849,2024-03,7,90.25,Yes,No,No
1269,727,2023-11,30,72.5,Yes,No,No
1270,548,2025-08,21,51.75,Yes,No,No
1271,18,2023-09,100,145,Yes,No,No
1272,860,2025-02,98,139.5,Yes,No,No
1273,494,2024-04,14,103.5,Yes,No,No
1274,915,2023-08,15,99.25,Yes,No,No
1275,635,2025-01,53,126.75,No,No,No
1276,615,2025-07,45,118.75,Yes,No,No
1277,419,2023-07,80,152,Yes,No,No
1278,801,2024-03,3,30.25,Yes,No,No
1279,427,2025-06,98,160.5,No,No,No
1280,301,2025-01,59,111.25,Yes,No,No
1281,288,2024-07,94,107.5,Yes,No,No
1282,806,2024-03,91,124.25,Yes,No,No
1283,840,2025-11,61,76.75,Yes,No,No
1284,887,2024-05,63,145.25,Yes,Yes,No
1285,655,2024-03,50,126.5,Yes,No,No
1286,3,2023-11,15,67.25,Yes,No,No
1287,597,2026-01,61,113.75,Yes,No,No
1288,163,2026-04,69,82.75,Yes,No,No
1289,987,2023-05,25,95.75,Yes,No,No
1290,819,2023-06,80,87,Yes,No,No
1291,198,2025-04,43,106.25,Yes,No,No
1292,401,2025-01,92,97,Yes,No,No
1293,706,2025-04,3,61.25,Yes,No,No
1294,149,2026-02,45,110.75,Yes,No,No
1295,30,2024-05,81,147.75,Yes,No,No
1296,36,2023-10,16,104,Yes,No,No
1297,271,2024-09,33,118.75,Yes,No,No
1298,354,2025-02,100,134,Yes,No,No
1299,132,2023-12,87,157.25,Yes,No,No
1300,613,2025-11,52,71,Yes,No,No
1301,769,2024-11,79,154.25,Yes,No,No
1302,361,2026-02,41,109.75,Yes,No,No
1303,915,2023-07,20,54,Yes,No,No
1304,80,2025-10,57,137.75,No,No,No
1305,781,2024-02,89,133.75,No,No,No
1306,726,2024-11,5,96.75,Yes,No,No
1307,699,2024-03,97,110.75,Yes,No,No
1308,918,2024-04,96,141,No,No,No
1309,38,2025-05,61,126.75,Yes,No,No
1310,305,2023-05,75,148.25,Yes,No,No
1311,795,2025-09,80,124,Yes,No,No
1312,240,2023-08,49,94.75,Yes,No,No
1313,272,2023-05,15,65.25,Yes,No,No
1314,648,2024-04,58,69.5,Yes,No,No
1315,712,2025-11,85,123.75,Yes,No,No
1316,920,2025-05,81,128.75,Yes,No,No
1317,405,2024-10,2,96.5,Yes,No,No
1318,968,2026-03,16,41,Yes,No,No
1319,563,2025-10,100,146,Yes,No,No
1320,440,2023-11,90,93.5,Yes,No,No
1321,346,2024-03,41,69.75,Yes,No,No
1322,520,2024-07,9,56.75,Yes,No,No
1323,633,2025-05,88,156,No,No,No
1324,455,2024-01,53,103.75,Yes,No,No
1325,532,2023-09,95,134.25,Yes,No,No
1326,174,2023-10,24,58,Yes,No,No
1327,106,2025-07,49,121.75,Yes,No,No
1328,835,2026-01,23,116.25,Yes,No,No
1329,259,2023-07,64,135,Yes,No,No
1330,714,2024-12,79,151.25,Yes,No,No
1331,276,2024-03,53,98.75,Yes,No,No
1332,231,2023-07,17,109.75,Yes,No,No
1333,888,2026-01,41,57.75,Yes,No,No
1334,108,2025-10,85,151.75,Yes,No,No
1335,45,2024-09,78,86.5,Yes,No,No
1336,453,2024-08,97,152.75,Yes,No,No
1337,755,2024-09,82,119.5,Yes,No,No
1338,509,2023-12,79,148.25,Yes,No,No
1339,289,2023-06,59,115.25,Yes,No,No
1340,593,2024-03,36,125,Yes,No,No
1341,243,2023-06,53,106.75,Yes,No,No
1342,885,2025-09,64,139,Yes,No,No
1343,389,2025-06,67,104.25,Yes,No,No
1344,519,2026-04,67,123.25,Yes,No,No
1345,883,2024-03,83,118.25,Yes,No,No
1346,25,2023-08,24,99,Yes,No,No
1347,604,2023-09,55,138.25,No,No,No
1348,658,2023-10,82,101.5,Yes,No,No
1349,748,2025-05,75,80.25,Yes,No,No
1350,822,2025-06,98,147.5,No,No,No
1351,428,2024-11,39,127.25,Yes,No,No
1352,498,2026-02,4,89,Yes,No,No
1353,139,2025-08,98,119.5,Yes,No,No
1354,602,2023-10,60,108,Yes,No,No
1355,198,2024-07,6,66.5,Yes,No,No
1356,477,2024-07,87,99.25,Yes,No,No
1357,912,2023-11,11,37.25,Yes,No,No
1358,479,2026-01,73,108.75,Yes,No,No
1359,148,2025-09,1,23.75,Yes,No,No
1360,19,2025-10,44,124,Yes,No,No
1361,717,2023-08,59,93.25,Yes,No,No
1362,360,2025-02,93,140.75,Yes,No,No
1363,572,2024-01,43,95.25,Yes,No,No
1364,844,2023-09,7,39.25,Yes,No,No
1365,972,2023-03,84,129,Yes,No,No
1366,194,2024-09,28,77,Yes,No,No
1367,153,2025-08,87,87.25,Yes,No,No
1368,373,2025-08,86,164.5,Yes,No,No
1369,952,2025-02,42,111.5,Yes,No,No
1370,786,2025-01,52,114,Yes,No,No
1371,377,2024-02,18,90.5,Yes,No,No
1372,259,2025-08,39,93.25,Yes,No,No
1373,928,2025-06,16,104,Yes,No,No
1374,80,2024-10,15,92.25,Yes,No,No
1375,858,2024-04,92,124,Yes,No,No
1376,495,2025-06,76,115,Yes,No,No
1377,811,2025-07,3,95.25,Yes,No,No
1378,645,2025-10,11,106.25,Yes,No,No
1379,459,2025-06,29,55.75,Yes,No,No
1380,849,2024-07,22,47.5,Yes,No,No
1381,247,2024-11,40,118,Yes,No,No
1382,542,2024-09,77,81.75,Yes,No,No
1383,185,2025-02,31,68.25,Yes,No,No
1384,80,2024-11,54,113.5,Yes,No,No
1385,198,2024-11,95,149.25,Yes,Yes,No
1386,511,2025-10,8,96,Yes,No,No
1387,898,2024-01,2,34.5,Yes,No,No
1388,740,2025-09,72,109,Yes,No,No
1389,977,2023-08,52,112,Yes,No,No
1390,535,2025-01,73,142.75,No,No,No
1391,360,2023-08,17,92.75,Yes,No,No
1392,590,2025-08,7,75.25,Yes,No,No
1393,514,2025-10,85,133.75,No,No,No
1394,770,2026-02,31,50.25,Yes,No,No
1395,560,2023-12,85,153.75,Yes,No,No
1396,686,2025-03,12,52,Yes,No,No
1397,274,2025-04,40,52,Yes,No,No
1398,898,2024-07,54,81.5,Yes,No,No
1399,326,2025-03,73,95.75,Yes,No,No
1400,810,2025-03,65,110.75,Yes,No,No
1401,688,2023-10,72,113,Yes,No,No
1402,94,2025-11,24,99,Yes,No,No
1403,567,2024-07,63,88.25,Yes,No,No
1404,236,2026-01,39,87.25,Yes,No,No
1405,72,2024-08,9,70.75,Yes,No,No
1406,929,2023-12,80,114,Yes,No,No
1407,551,2025-01,40,72,Yes,No,No
1408,403,2025-02,34,88.5,Yes,No,No
1409,960,2025-02,98,104.5,Yes,No,No
1410,328,2026-03,9,55.75,Yes,No,No
1411,557,2023-06,15,48.25,Yes,No,No
1412,801,2025-08,47,118.25,Yes,No,No
1413,165,2026-04,26,118.5,Yes,No,No
1414,190,2024-11,84,132,Yes,No,No
1415,931,2024-02,1,43.75,Yes,No,No
1416,282,2024-05,96,152,No,No,No
1417,883,2023-06,74,94.5,Yes,No,No
1418,138,2025-07,87,100.25,Yes,No,No
1419,226,2025-05,5,36.75,Yes,No,No
1420,88,2025-01,94,102.5,Yes,No,No
1421,63,2023-03,80,138,Yes,No,No
1422,625,2025-03,25,76.75,Yes,No,No
1423,336,2024-10,31,100.25,Yes,No,No
1424,222,2025-07,14,48.5,Yes,No,No
1425,833,2024-06,68,82,Yes,No,No
1426,70,2023-10,89,111.75,Yes,No,No
1427,271,2023-10,1,79.75,Yes,No,No
1428,333,2023-09,75,136.25,No,Yes,No
1429,616,2024-04,49,104.75,Yes,No,No
1430,402,2024-10,55,124.25,Yes,No,No
1431,802,2023-07,28,56,Yes,No,No
1432,472,2023-06,75,83.25,Yes,No,No
1433,487,2023-12,95,123.25,Yes,No,No
1434,46,2025-09,51,119.25,Yes,No,No
1435,581,2025-09,56,75,Yes,No,No
1436,606,2023-12,9,53.75,Yes,No,No
1437,377,2024-03,26,44.5,Yes,No,No
1438,377,2025-06,85,85.75,Yes,No,No
1439,814,2025-08,93,109.75,Yes,No,No
1440,936,2025-01,32,111,Yes,No,No
1441,423,2025-07,10,37.5,Yes,No,No
1442,498,2023-06,78,123.5,No,No,No
1443,345,2023-12,90,100.5,Yes,No,No
1444,743,2024-10,1,38.75,Yes,No,No
1445,229,2023-06,37,56.75,Yes,No,No
1446,666,2025-05,83,118.25,Yes,No,No
1447,453,2024-07,59,120.25,Yes,No,No
1448,942,2024-05,44,71,Yes,No,No
1449,986,2024-06,3,90.25,Yes,No,No
1450,297,2026-01,37,100.75,Yes,No,No
1451,397,2023-12,47,69.25,Yes,No,No
1452,741,2025-06,33,57.75,Yes,No,No
1453,761,2026-03,33,77.75,Yes,No,No
1454,435,2024-09,72,96,Yes,No,No
1455,23,2024-01,28,113,Yes,No,No
1456,283,2025-11,71,90.25,Yes,No,No
1457,186,2025-05,73,134.75,Yes,No,No
1458,934,2025-08,18,48.5,Yes,No,No
1459,517,2023-06,13,108.75,Yes,No,No
1460,521,2023-07,92,116,Yes,No,No
1461,860,2025-04,19,70.25,Yes,No,No
1462,574,2023-10,71,78.25,Yes,No,No
1463,253,2023-08,97,115.75,Yes,No,No
1464,738,2025-10,9,79.75,Yes,No,No
1465,278,2024-04,76,129,Yes,No,No
1466,915,2025-01,82,151.5,Yes,No,No
1467,413,2024-09,75,139.25,Yes,No,No
1468,768,2024-07,2,90.5,Yes,No,No
1469,281,2025-08,22,111.5,Yes,No,No
1470,342,2024-11,56,74,Yes,No,No
1471,665,2023-05,22,59.5,Yes,No,No
1472,655,2025-08,83,114.25,Yes,No,No
1473,131,2023-10,97,152.75,Yes,No,No
1474,987,2023-03,83,97.25,Yes,No,No
1475,989,2023-03,5,85.75,Yes,No,No
1476,719,2025-01,7,59.25,Yes,No,No
1477,924,2025-01,21,106.75,Yes,No,No
1478,148,2025-03,42,113.5,Yes,No,No
1479,74,2023-12,32,44,Yes,No,No
1480,482,2024-01,68,149,Yes,No,No
1481,485,2023-06,46,85.5,Yes,No,No
1482,812,2024-07,55,63.25,Yes,No,No
1483,438,2026-02,84,116,Yes,No,No
1484,117,2026-02,62,122.5,No,No,No
1485,839,2024-05,38,91.5,Yes,No,No
1486,376,2026-04,67,129.25,Yes,No,No
1487,286,2024-12,89,152.75,Yes,No,No
1488,887,2023-11,21,49.75,Yes,No,No
1489,157,2025-03,21,50.75,Yes,No,No
1490,423,2024-07,65,123.75,Yes,No,No
1491,39,2025-02,82,125.5,Yes,No,No
1492,603,2024-10,73,97.75,Yes,No,No
1493,191,2025-09,26,111.5,Yes,No,No
1494,89,2025-07,35,119.25,Yes,No,No
1495,539,2023-04,60,129,No,No,No
1496,631,2024-06,98,112.5,Yes,No,No
1497,686,2023-07,80,108,Yes,No,No
1498,24,2025-10,47,122.25,Yes,No,No
1499,140,2025-07,96,114,Yes,No,No
1500,92,2026-01,54,116.5,Yes,No,No
1501,509,2026-02,32,70,Yes,No,No
1502,511,2024-06,21,63.75,Yes,No,No
1503,197,2025-08,48,110,Yes,No,No
1504,71,2024-07,79,125.25,Yes,Yes,No
1505,592,2024-02,20,67,Yes,No,No
1506,643,2026-02,96,106,Yes,No,No
1507,486,2026-02,77,80.75,Yes,No,No
1508,524,2023-07,45,103.75,Yes,No,No
1509,295,2024-03,15,102.25,Yes,No,No
1510,118,2023-12,100,140,No,No,No
1511,328,2025-08,97,147.75,Yes,No,No
1512,474,2025-05,22,86.5,Yes,No,No
1513,715,2024-12,27,66.25,Yes,No,No
1514,60,2025-10,85,91.75,Yes,No,No
1515,50,2024-08,23,100.25,Yes,No,No
1516,225,2023-10,32,88,Yes,No,No
1517,630,2024-07,83,155.25,Yes,No,No
1518,226,2025-09,49,98.75,Yes,No,No
1519,390,2023-11,75,105.25,Yes,No,No
1520,705,2026-02,81,96.75,Yes,No,No
1521,742,2023-11,27,92.25,Yes,No,No
1522,924,2024-03,20,45,Yes,No,No
1523,283,2023-05,93,128.75,Yes,No,No
1524,83,2024-09,41,104.75,Yes,No,No
1525,557,2025-10,48,96,Yes,No,No
1526,96,2023-10,86,110.5,Yes,No,No
1527,454,2024-09,85,140.75,Yes,No,No
1528,237,2024-08,10,90.5,Yes,No,No
1529,979,2025-02,47,88.25,Yes,No,No
1530,437,2023-12,18,87.5,Yes,No,No
1531,725,2024-05,27,112.25,Yes,No,No
1532,169,2024-04,14,57.5,Yes,No,No
1533,788,2025-12,9,97.75,Yes,No,No
1534,772,2024-04,51,90.25,Yes,No,No
1535,951,2023-08,99,144.25,Yes,No,No
1536,520,2025-08,34,54.5,Yes,No,No
1537,945,2024-05,94,141.5,Yes,No,No
1538,480,2024-05,26,95.5,Yes,No,No
1539,512,2025-09,83,89.25,Yes,No,No
1540,6,2023-07,59,136.25,No,No,No
1541,166,2025-09,62,131.5,Yes,No,No
1542,764,2023-09,97,110.75,Yes,No,No
1543,978,2025-09,43,110.25,Yes,No,No
1544,674,2025-09,59,66.25,Yes,No,No
1545,223,2024-02,52,77,Yes,No,No
1546,895,2025-11,38,68.5,Yes,No,No
1547,61,2026-03,19,80.25,Yes,No,No
1548,256,2026-01,40,112,Yes,No,No
1549,400,2024-11,98,158.5,Yes,No,No
1550,126,2025-12,91,103.25,Yes,No,No
1551,856,2024-01,83,126.25,Yes,No,No
1552,619,2024-05,73,127.75,Yes,Yes,No
1553,234,2023-09,38,112.5,Yes,No,No
1554,234,2025-04,4,99,Yes,No,No
1555,929,2025-10,58,69.5,Yes,No,No
1556,412,2024-06,88,100,Yes,No,No
1557,460,2025-08,23,52.25,Yes,No,No
1558,334,2024-09,96,143,Yes,No,No
1559,271,2023-09,71,125.25,Yes,No,No
1560,859,2023-08,43,53.25,Yes,No,No
1561,344,2023-08,42,122.5,Yes,No,No
1562,749,2024-06,37,90.75,Yes,No,No
1563,241,2023-08,9,64.75,Yes,No,No
1564,641,2025-03,61,113.75,Yes,No,No
1565,489,2026-02,100,166,Yes,No,No
1566,629,2024-05,40,89,Yes,No,No
1567,790,2025-06,16,72,Yes,No,No
1568,285,2024-06,28,48,Yes,No,No
1569,105,2025-03,94,133.5,Yes,No,No
1570,720,2025-05,13,84.75,Yes,No,No
1571,957,2025-10,22,41.5,Yes,No,No
1572,312,2023-07,26,44.5,Yes,No,No
1573,863,2025-03,17,39.75,Yes,No,No
1574,322,2025-09,58,101.5,Yes,No,No
1575,73,2024-07,90,91.5,Yes,No,No
1576,467,2026-03,89,123.75,Yes,No,No
1577,477,2025-06,24,56,Yes,No,No
1578,426,2025-10,70,152.5,Yes,Yes,No
1579,786,2024-06,79,142.25,Yes,No,No
1580,187,2023-08,14,95.5,Yes,No,No
1581,427,2023-08,84,121,Yes,No,No
1582,413,2026-01,4,39,Yes,No,No
1583,34,2024-09,60,72,Yes,No,No
1584,838,2023-10,6,30.5,Yes,No,No
1585,328,2023-10,30,118.5,Yes,No,No
1586,654,2023-08,72,124,Yes,Yes,No
1587,586,2025-04,83,87.25,Yes,No,No
1588,302,2026-02,82,96.5,Yes,No,No
1589,804,2023-10,93,135.75,Yes,Yes,No
1590,65,2023-11,68,114,Yes,No,No
1591,663,2023-11,97,95.75,Yes,No,No
1592,987,2025-08,53,119.75,Yes,No,No
1593,904,2026-03,9,82.75,Yes,No,No
1594,277,2025-04,38,96.5,Yes,No,No
1595,664,2023-10,8,68,Yes,No,No
1596,915,2024-02,70,119.5,Yes,No,No
1597,82,2024-02,100,141,Yes,No,No
1598,42,2025-03,52,79,Yes,No,No
1599,225,2025-06,92,137,Yes,Yes,No
1600,160,2025-12,57,118.75,Yes,No,No
1601,695,2024-05,95,156.25,Yes,No,No
1602,249,2024-10,6,73.5,Yes,No,No
1603,386,2023-10,44,90,Yes,No,No
1604,355,2025-12,9,98.75,Yes,No,No
1605,866,2024-04,65,69.75,Yes,No,No
1606,835,2023-07,44,82,Yes,No,No
1607,753,2024-11,18,104.5,Yes,No,No
1608,578,2025-01,4,43,Yes,No,No
1609,885,2023-10,24,70,Yes,No,No
1610,47,2025-06,59,119.25,Yes,No,No
1611,100,2024-06,17,69.75,Yes,No,No
1612,284,2025-06,48,132,No,No,No
1613,824,2024-05,84,85,Yes,No,No
1614,759,2026-04,86,139.5,Yes,No,No
1615,760,2025-12,12,61,Yes,No,No
1616,197,2024-10,36,81,Yes,No,No
1617,491,2025-08,69,123.75,Yes,No,No
1618,505,2023-10,52,110,Yes,No,No
1619,234,2025-11,19,101.25,Yes,No,No
1620,848,2025-10,52,89,Yes,No,No
1621,43,2024-03,74,75.5,Yes,No,No
1622,395,2025-11,94,116.5,Yes,No,No
1623,370,2023-05,41,69.75,Yes,No,No
1624,932,2023-12,23,103.25,Yes,No,No
1625,65,2025-06,29,71.75,Yes,No,No
1626,192,2024-04,46,69.5,Yes,No,No
1627,637,2025-01,59,70.25,Yes,No,No
1628,964,2025-03,14,57.5,Yes,No,No
1629,593,2024-10,40,66,Yes,No,No
1630,65,2025-09,29,113.75,Yes,No,No
1631,15,2025-09,89,90.75,Yes,No,No
1632,529,2025-10,32,82,Yes,No,No
1633,545,2024-04,2,88.5,Yes,No,No
1634,145,2025-07,95,104.25,Yes,No,No
1635,267,2024-08,73,148.75,Yes,No,No
1636,331,2024-09,36,122,Yes,Yes,No
1637,785,2025-11,26,105.5,Yes,No,No
1638,155,2025-05,67,86.25,Yes,No,No
1639,373,2025-11,37,122.75,Yes,No,No
1640,6,2023-09,91,98.25,Yes,No,No
1641,949,2025-10,45,103.75,Yes,No,No
1642,294,2023-11,26,70.5,Yes,No,No
1643,561,2023-10,44,78,Yes,No,No
1644,956,2025-05,95,108.25,Yes,No,No
1645,989,2023-07,25,97.75,Yes,No,No
1646,608,2026-04,18,99.5,Yes,No,No
1647,321,2024-07,69,71.75,Yes,No,No
1648,597,2023-12,75,123.25,Yes,No,No
1649,778,2025-08,6,74.5,Yes,No,No
1650,925,2026-02,51,108.25,Yes,No,No
1651,781,2025-10,77,119.75,Yes,No,No
1652,957,2025-04,99,150.25,Yes,No,No
1653,621,2025-12,74,80.5,Yes,No,No
1654,598,2025-06,41,70.75,Yes,No,No
1655,722,2024-12,40,111,Yes,No,No
1656,148,2025-08,93,166.75,No,No,No
1657,772,2024-10,63,134.25,Yes,No,No
1658,685,2025-12,61,120.75,Yes,Yes,No
1659,453,2024-03,84,163,Yes,No,No
1660,576,2025-07,30,79.5,Yes,No,No
1661,150,2023-07,56,68,Yes,No,No
1662,893,2025-05,56,89,Yes,No,No
1663,91,2026-04,95,152.25,Yes,No,No
1664,249,2025-04,66,133.5,Yes,Yes,No
1665,989,2024-01,33,90.75,Yes,No,No
1666,998,2025-11,50,78.5,Yes,No,No
1667,691,2025-01,61,144.75,Yes,No,No
1668,323,2024-08,47,78.25,Yes,No,No
1669,443,2024-10,17,43.75,Yes,No,No
1670,781,2023-07,27,120.25,No,No,No
1671,788,2025-09,32,122,Yes,No,No
1672,408,2026-01,82,129.5,Yes,No,No
1673,269,2026-04,42,56.5,Yes,No,No
1674,972,2025-11,48,83,Yes,No,No
1675,874,2025-04,3,89.25,Yes,No,No
1676,639,2024-09,44,110,Yes,No,No
1677,19,2023-03,5,83.75,Yes,No,No
1678,800,2023-09,15,105.25,Yes,No,No
1679,393,2024-10,3,90.25,Yes,No,No
1680,894,2023-07,44,71,Yes,No,No
1681,913,2025-05,88,165,Yes,No,No
1682,770,2024-02,48,67,Yes,No,No
1683,14,2023-10,31,115.25,Yes,No,No
1684,510,2025-10,96,131,No,No,No
1685,181,2024-02,15,99.25,Yes,No,No
1686,283,2025-06,53,70.75,Yes,No,No
1687,30,2024-09,31,107.25,Yes,No,No
1688,493,2024-03,74,98.5,Yes,No,No
1689,217,2026-04,24,89,Yes,No,No
1690,744,2025-01,39,55.25,Yes,No,No
1691,227,2025-01,3,48.25,Yes,No,No
1692,96,2024-03,65,102.75,Yes,No,No
1693,19,2026-01,22,91.5,Yes,No,No
1694,291,2023-07,40,99,Yes,No,No
1695,539,2024-02,40,74,Yes,No,No
1696,303,2024-07,49,92.75,Yes,No,No
1697,717,2024-10,22,103.5,Yes,No,No
1698,32,2025-07,75,104.25,Yes,No,No
1699,955,2024-12,37,49.75,Yes,No,No
1700,25,2024-05,41,130.75,Yes,No,No
1701,388,2025-08,70,108.5,Yes,No,No
1702,114,2024-06,97,158.75,Yes,No,No
1703,497,2024-12,16,44,Yes,No,No
1704,810,2023-12,14,34.5,Yes,No,No
1705,470,2024-03,92,114,Yes,No,No
1706,490,2024-10,67,71.25,Yes,No,No
1707,609,2024-05,93,144.75,Yes,No,No
1708,329,2025-07,90,156.5,Yes,Yes,No
1709,633,2025-12,23,41.25,Yes,No,No
1710,494,2023-11,6,54.5,Yes,No,No
1711,155,2026-02,14,95.5,Yes,No,No
1712,327,2025-05,4,33,Yes,No,No
1713,410,2024-03,9,98.75,Yes,No,No
1714,657,2025-11,9,48.75,Yes,No,No
1715,532,2025-10,27,76.25,Yes,No,No
1716,11,2024-09,37,106.75,Yes,No,No
1717,674,2024-11,87,108.25,Yes,No,No
1718,340,2025-07,100,148,Yes,No,No
1719,855,2023-12,17,109.75,Yes,No,No
1720,262,2023-09,20,93,Yes,No,No
1721,684,2024-04,99,108.25,Yes,No,No
1722,425,2024-07,13,86.75,Yes,No,No
1723,815,2023-06,36,72,Yes,No,No
1724,111,2024-01,67,98.25,Yes,No,No
1725,967,2024-01,99,165.25,Yes,No,No
1726,23,2025-03,80,92,Yes,No,No
1727,365,2025-11,15,33.25,Yes,No,No
1728,704,2023-12,2,49.5,Yes,No,No
1729,871,2025-11,37,61.75,Yes,No,No
1730,200,2023-12,94,133.5,Yes,No,No
1731,813,2026-02,75,148.25,Yes,No,No
1732,781,2024-12,6,33.5,Yes,No,No
1733,956,2024-06,30,108.5,Yes,No,No
1734,91,2025-11,62,98.5,Yes,No,No
1735,284,2023-10,64,147,Yes,No,No
1736,739,2025-03,57,133.75,Yes,No,No
1737,379,2025-01,31,56.25,Yes,No,No
1738,587,2024-08,37,95.75,Yes,No,No
1739,908,2025-07,27,62.25,Yes,No,No
1740,943,2023-06,79,93.25,Yes,No,No
1741,60,2023-06,59,88.25,Yes,No,No
1742,22,2025-01,46,121.5,Yes,No,No
1743,94,2024-11,60,113,Yes,No,No
1744,165,2023-11,78,147.5,Yes,Yes,No
1745,408,2024-07,10,100.5,Yes,No,No
1746,999,2024-02,46,82.5,Yes,No,No
1747,753,2024-08,55,86.25,Yes,No,No
1748,109,2023-12,79,121.25,Yes,No,No
1749,272,2025-02,85,94.75,Yes,No,No
1750,322,2025-02,63,84.25,Yes,No,No
1751,729,2025-02,37,56.75,Yes,No,No
1752,469,2023-05,28,97,Yes,No,No
1753,335,2025-06,82,115.5,Yes,No,No
1754,979,2023-09,97,117.75,Yes,No,No
1755,132,2025-12,72,152,No,No,No
1756,94,2025-09,55,109.25,Yes,No,No
1757,846,2024-04,12,92,Yes,No,No
1758,443,2024-01,99,133.25,No,Yes,No
1759,886,2023-06,99,174.25,Yes,No,No
1760,355,2024-11,43,118.25,Yes,No,No
1761,21,2023-11,86,103.5,Yes,No,No
1762,896,2023-08,4,45,Yes,No,No
1763,320,2023-10,37,95.75,Yes,No,No
1764,77,2023-05,33,44.75,Yes,No,No
1765,893,2024-06,86,132.5,Yes,No,No
1766,393,2024-07,34,101.5,Yes,No,No
1767,564,2026-03,59,88.25,Yes,No,No
1768,304,2024-02,67,114.25,Yes,No,No
1769,621,2024-07,41,111.75,Yes,No,No
1770,39,2024-03,35,99.25,Yes,No,No
1771,87,2026-02,30,92.5,Yes,No,No
1772,47,2025-05,4,77,Yes,No,No
