Campaign_ID,Customer_ID,Campaign_Type,Opened,Clicked,Positive_Response,Campaign_Date,Engagement_Level,Conversion_Type
1016,956,SMS,Yes,No,No,01-09-2025,Low,None
1017,285,Email,No,No,No,01-09-2025,None,None
1018,220,SMS,Yes,No,No,01-02-2025,Low,None
1019,588,Email,Yes,No,No,01-09-2025,Low,None
1020,954,SMS,Yes,Yes,No,01-07-2025,Medium,None
1021,479,Email,Yes,No,No,01-02-2025,Low,None
1022,8,SMS,No,No,No,01-09-2025,None,None
1023,531,Email,No,No,No,01-07-2025,None,None
1024,408,Email,No,No,No,01-10-2025,None,None
1025,785,Email,Yes,Yes,No,01-02-2025,Medium,None
1026,374,Email,Yes,No,No,01-06-2025,Low,None
1027,236,SMS,No,No,No,01-05-2025,None,None
1028,340,SMS,Yes,No,No,01-11-2025,Low,None
1029,934,Email,No,No,No,01-03-2025,None,None
1030,376,Email,Yes,No,No,01-09-2025,Low,None
1031,542,Email,No,No,No,01-07-2025,None,None
1032,703,Email,Yes,No,No,01-05-2025,Low,None
1033,333,SMS,Yes,Yes,No,01-05-2025,Medium,None
1034,93,Email,No,No,No,01-09-2025,None,None
1035,439,Email,No,No,No,01-09-2025,None,None
1036,461,Email,No,No,No,01-01-2025,None,None
1037,608,SMS,No,No,No,01-06-2025,None,None
1038,113,Email,Yes,No,No,01-05-2025,Low,None
1039,137,Email,Yes,Yes,No,01-11-2025,Medium,None
1040,898,Email,No,No,No,01-06-2025,None,None
1041,389,Email,No,No,No,01-07-2025,None,None
1042,854,Email,Yes,No,No,01-03-2025,Low,None
1043,565,Email,No,No,No,01-07-2025,None,None
1044,407,Email,Yes,No,No,01-08-2025,Low,None
1045,420,SMS,Yes,No,No,01-06-2025,Low,None
1046,216,SMS,Yes,Yes,No,01-11-2025,Medium,None
1047,552,Email,Yes,Yes,No,01-02-2025,Medium,None
1048,471,Email,Yes,No,No,01-01-2025,Low,None
1049,330,SMS,No,No,No,01-12-2025,None,None
1050,9,SMS,Yes,No,No,01-03-2025,Low,None
1051,10,Email,Yes,No,No,01-05-2025,Low,None
1052,779,Email,Yes,No,No,01-02-2025,Low,None
1053,554,Email,Yes,Yes,No,01-01-2025,Medium,None
1054,713,Email,Yes,No,No,01-07-2025,Low,None
1055,771,SMS,No,No,No,01-12-2025,None,None
1056,230,SMS,Yes,No,No,01-02-2025,Low,None
1057,93,Email,Yes,Yes,No,01-05-2025,Medium,None
1058,719,Email,No,No,No,01-06-2025,None,None
1059,385,SMS,Yes,No,No,01-11-2025,Low,None
1060,174,Email,Yes,No,No,01-02-2025,Low,None
1061,765,SMS,Yes,No,No,01-05-2025,Low,None
1062,400,SMS,Yes,Yes,Yes,01-05-2025,High,Smart_Meter
1063,757,SMS,Yes,Yes,No,01-11-2025,Medium,None
1064,732,Email,Yes,No,No,01-05-2025,Low,None
1065,306,Email,Yes,No,No,01-09-2025,Low,None
1066,463,SMS,No,No,No,01-11-2025,None,None
1067,560,SMS,Yes,Yes,No,01-11-2025,Medium,None
1068,663,Email,No,No,No,01-09-2025,None,None
1069,280,SMS,No,No,No,01-05-2025,None,None
1070,614,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
1071,22,SMS,Yes,Yes,No,01-08-2025,Medium,None
1072,763,Email,Yes,Yes,No,01-12-2025,Medium,None
1073,319,Email,Yes,No,No,01-02-2025,Low,None
1074,869,Email,No,No,No,01-09-2025,None,None
1075,477,SMS,No,No,No,01-07-2025,None,None
1076,412,SMS,No,No,No,01-11-2025,None,None
1077,389,Email,No,No,No,01-06-2025,None,None
1078,313,SMS,Yes,No,No,01-04-2025,Low,None
1079,730,Email,Yes,No,No,01-06-2025,Low,None
1080,212,Email,Yes,No,No,01-08-2025,Low,None
1081,678,Email,Yes,No,No,01-08-2025,Low,None
1082,765,SMS,No,No,No,01-08-2025,None,None
1083,395,SMS,Yes,Yes,No,01-07-2025,Medium,None
1084,276,Email,Yes,No,No,01-08-2025,Low,None
1085,18,SMS,Yes,No,No,01-10-2025,Low,None
1086,967,SMS,No,No,No,01-01-2025,None,None
1087,908,SMS,Yes,No,No,01-01-2025,Low,None
1088,432,SMS,No,No,No,01-01-2025,None,None
1089,685,SMS,No,No,No,01-08-2025,None,None
1090,583,Email,No,No,No,01-11-2025,None,None
1091,433,SMS,No,No,No,01-09-2025,None,None
1092,3,SMS,Yes,No,No,01-05-2025,Low,None
1093,423,SMS,Yes,No,No,01-08-2025,Low,None
1094,411,SMS,No,No,No,01-11-2025,None,None
1095,580,SMS,Yes,No,No,01-02-2025,Low,None
1096,510,SMS,No,No,No,01-07-2025,None,None
1097,757,Email,Yes,No,No,01-11-2025,Low,None
1098,768,SMS,No,No,No,01-06-2025,None,None
1099,328,SMS,No,No,No,01-01-2025,None,None
1100,347,Email,No,No,No,01-11-2025,None,None
1101,202,SMS,Yes,No,No,01-06-2025,Low,None
1102,353,Email,Yes,Yes,No,01-11-2025,Medium,None
1103,343,Email,Yes,No,No,01-08-2025,Low,None
1104,839,Email,Yes,Yes,Yes,01-02-2025,High,Solar_Interest
1105,859,SMS,Yes,Yes,No,01-12-2025,Medium,None
1106,470,SMS,Yes,No,No,01-03-2025,Low,None
1107,636,Email,No,No,No,01-07-2025,None,None
1108,378,Email,Yes,No,No,01-02-2025,Low,None
1109,33,SMS,No,No,No,01-08-2025,None,None
1110,962,Email,Yes,Yes,No,01-10-2025,Medium,None
1111,481,SMS,Yes,No,No,01-01-2025,Low,None
1112,46,Email,Yes,Yes,No,01-02-2025,Medium,None
1113,179,SMS,Yes,No,No,01-07-2025,Low,None
1114,564,SMS,Yes,No,No,01-08-2025,Low,None
1115,272,SMS,No,No,No,01-02-2025,None,None
1116,710,Email,No,No,No,01-11-2025,None,None
1117,670,SMS,No,No,No,01-12-2025,None,None
1118,761,Email,Yes,Yes,No,01-10-2025,Medium,None
1119,132,SMS,Yes,No,No,01-12-2025,Low,None
1120,516,SMS,Yes,No,No,01-01-2025,Low,None
1121,261,Email,Yes,Yes,No,01-08-2025,Medium,None
1122,933,Email,Yes,No,No,01-05-2025,Low,None
1123,578,Email,Yes,No,No,01-03-2025,Low,None
1124,572,Email,Yes,No,No,01-12-2025,Low,None
1125,982,SMS,Yes,Yes,No,01-02-2025,Medium,None
1126,144,Email,No,No,No,01-05-2025,None,None
1127,947,SMS,Yes,Yes,Yes,01-05-2025,High,Smart_Meter
1128,295,SMS,Yes,No,No,01-03-2025,Low,None
1129,468,Email,Yes,Yes,No,01-10-2025,Medium,None
1130,930,Email,Yes,Yes,No,01-01-2025,Medium,None
1131,371,SMS,No,No,No,01-03-2025,None,None
1132,683,SMS,No,No,No,01-07-2025,None,None
1133,712,SMS,Yes,Yes,No,01-01-2025,Medium,None
1134,797,SMS,No,No,No,01-08-2025,None,None
1135,132,SMS,No,No,No,01-03-2025,None,None
1136,508,Email,No,No,No,01-12-2025,None,None
1137,562,SMS,Yes,No,No,01-06-2025,Low,None
1138,575,SMS,Yes,Yes,No,01-07-2025,Medium,None
1139,693,SMS,Yes,No,No,01-04-2025,Low,None
1140,593,Email,Yes,Yes,No,01-04-2025,Medium,None
1141,193,Email,Yes,No,No,01-08-2025,Low,None
1142,44,Email,Yes,No,No,01-06-2025,Low,None
1143,800,SMS,No,No,No,01-11-2025,None,None
1144,810,Email,Yes,Yes,No,01-04-2025,Medium,None
1145,751,SMS,Yes,Yes,No,01-05-2025,Medium,None
1146,875,Email,Yes,No,No,01-07-2025,Low,None
1147,822,SMS,No,No,No,01-10-2025,None,None
1148,167,Email,No,No,No,01-10-2025,None,None
1149,57,SMS,No,No,No,01-04-2025,None,None
1150,244,Email,Yes,No,No,01-04-2025,Low,None
1151,647,SMS,Yes,No,No,01-11-2025,Low,None
1152,185,SMS,No,No,No,01-02-2025,None,None
1153,670,Email,Yes,No,No,01-08-2025,Low,None
1154,938,Email,Yes,Yes,No,01-12-2025,Medium,None
1155,206,SMS,Yes,No,No,01-05-2025,Low,None
1156,443,SMS,Yes,Yes,No,01-11-2025,Medium,None
1157,360,Email,Yes,Yes,No,01-06-2025,Medium,None
1158,500,SMS,Yes,Yes,No,01-06-2025,Medium,None
1159,689,Email,No,No,No,01-03-2025,None,None
1160,353,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
1161,448,SMS,No,No,No,01-01-2025,None,None
1162,571,SMS,No,No,No,01-07-2025,None,None
1163,658,Email,Yes,Yes,Yes,01-07-2025,High,Solar_Interest
1164,16,SMS,Yes,Yes,Yes,01-01-2025,High,Smart_Meter
1165,625,SMS,No,No,No,01-10-2025,None,None
1166,706,SMS,Yes,Yes,Yes,01-10-2025,High,Smart_Meter
1167,89,Email,Yes,No,No,01-02-2025,Low,None
1168,524,SMS,Yes,No,No,01-08-2025,Low,None
1169,987,SMS,Yes,No,No,01-11-2025,Low,None
1170,750,SMS,Yes,No,No,01-06-2025,Low,None
1171,539,SMS,Yes,No,No,01-12-2025,Low,None
1172,649,Email,Yes,No,No,01-08-2025,Low,None
1173,699,SMS,Yes,No,No,01-11-2025,Low,None
1174,417,Email,No,No,No,01-12-2025,None,None
1175,654,SMS,Yes,No,No,01-01-2025,Low,None
1176,205,SMS,Yes,No,No,01-08-2025,Low,None
1177,404,Email,Yes,No,No,01-12-2025,Low,None
1178,339,Email,Yes,No,No,01-09-2025,Low,None
1179,750,SMS,Yes,No,No,01-04-2025,Low,None
1180,442,Email,Yes,No,No,01-09-2025,Low,None
1181,632,SMS,Yes,Yes,No,01-10-2025,Medium,None
1182,449,SMS,Yes,No,No,01-01-2025,Low,None
1183,568,SMS,Yes,No,No,01-04-2025,Low,None
1184,496,SMS,No,No,No,01-07-2025,None,None
1185,347,SMS,Yes,No,No,01-06-2025,Low,None
1186,947,SMS,Yes,No,No,01-08-2025,Low,None
1187,249,SMS,Yes,No,No,01-05-2025,Low,None
1188,76,Email,Yes,Yes,Yes,01-01-2025,High,Solar_Interest
1189,694,Email,No,No,No,01-04-2025,None,None
1190,724,SMS,No,No,No,01-10-2025,None,None
1191,797,SMS,Yes,No,No,01-01-2025,Low,None
1192,16,SMS,No,No,No,01-12-2025,None,None
1193,417,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
1194,828,SMS,No,No,No,01-02-2025,None,None
1195,596,SMS,No,No,No,01-09-2025,None,None
1196,566,SMS,No,No,No,01-01-2025,None,None
1197,301,SMS,Yes,Yes,No,01-09-2025,Medium,None
1198,729,SMS,Yes,No,No,01-02-2025,Low,None
1199,727,SMS,No,No,No,01-03-2025,None,None
1200,613,Email,No,No,No,01-08-2025,None,None
1201,697,Email,No,No,No,01-08-2025,None,None
1202,942,SMS,Yes,No,No,01-03-2025,Low,None
1203,571,SMS,Yes,No,No,01-02-2025,Low,None
1204,964,Email,Yes,Yes,No,01-06-2025,Medium,None
1205,770,Email,No,No,No,01-09-2025,None,None
1206,591,SMS,Yes,Yes,Yes,01-07-2025,High,Smart_Meter
1207,949,Email,Yes,No,No,01-06-2025,Low,None
1208,357,SMS,No,No,No,01-10-2025,None,None
1209,738,Email,No,No,No,01-06-2025,None,None
1210,899,SMS,Yes,No,No,01-07-2025,Low,None
1211,517,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
1212,187,Email,Yes,No,No,01-08-2025,Low,None
1213,908,Email,Yes,No,No,01-02-2025,Low,None
1214,565,SMS,No,No,No,01-06-2025,None,None
1215,780,Email,No,No,No,01-10-2025,None,None
1216,141,SMS,Yes,No,No,01-01-2025,Low,None
1217,276,Email,Yes,No,No,01-06-2025,Low,None
1218,980,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
1219,823,Email,No,No,No,01-10-2025,None,None
1220,764,SMS,Yes,Yes,No,01-12-2025,Medium,None
1221,749,SMS,Yes,No,No,01-11-2025,Low,None
1222,507,Email,No,No,No,01-11-2025,None,None
1223,131,Email,Yes,No,No,01-10-2025,Low,None
1224,836,Email,Yes,Yes,No,01-09-2025,Medium,None
1225,6,Email,Yes,Yes,No,01-12-2025,Medium,None
1226,625,SMS,No,No,No,01-03-2025,None,None
1227,231,Email,No,No,No,01-06-2025,None,None
1228,782,SMS,Yes,Yes,Yes,01-09-2025,High,Smart_Meter
1229,40,SMS,Yes,No,No,01-04-2025,Low,None
1230,600,Email,No,No,No,01-07-2025,None,None
1231,681,Email,Yes,Yes,No,01-05-2025,Medium,None
1232,422,SMS,Yes,No,No,01-05-2025,Low,None
1233,689,SMS,Yes,Yes,Yes,01-05-2025,High,Smart_Meter
1234,895,SMS,Yes,Yes,Yes,01-04-2025,High,Smart_Meter
1235,997,Email,Yes,Yes,No,01-06-2025,Medium,None
1236,327,Email,Yes,No,No,01-10-2025,Low,None
1237,830,SMS,Yes,Yes,Yes,01-12-2025,High,Smart_Meter
1238,353,SMS,No,No,No,01-11-2025,None,None
1239,835,SMS,Yes,Yes,Yes,01-03-2025,High,Smart_Meter
1240,151,Email,Yes,No,No,01-01-2025,Low,None
1241,855,SMS,No,No,No,01-03-2025,None,None
1242,626,Email,Yes,Yes,Yes,01-07-2025,High,Solar_Interest
1243,194,Email,Yes,No,No,01-12-2025,Low,None
1244,288,SMS,No,No,No,01-12-2025,None,None
1245,611,SMS,Yes,No,No,01-08-2025,Low,None
1246,333,SMS,Yes,No,No,01-02-2025,Low,None
1247,175,Email,No,No,No,01-11-2025,None,None
1248,374,Email,Yes,No,No,01-02-2025,Low,None
1249,966,SMS,No,No,No,01-10-2025,None,None
1250,982,SMS,Yes,Yes,Yes,01-02-2025,High,Smart_Meter
1251,174,Email,No,No,No,01-09-2025,None,None
1252,176,SMS,No,No,No,01-10-2025,None,None
1253,499,Email,Yes,Yes,No,01-01-2025,Medium,None
1254,356,SMS,No,No,No,01-09-2025,None,None
1255,29,SMS,Yes,Yes,No,01-09-2025,Medium,None
1256,680,Email,No,No,No,01-03-2025,None,None
1257,829,SMS,Yes,Yes,No,01-11-2025,Medium,None
1258,965,Email,Yes,Yes,No,01-04-2025,Medium,None
1259,641,SMS,No,No,No,01-01-2025,None,None
1260,734,Email,Yes,Yes,No,01-03-2025,Medium,None
1261,303,SMS,Yes,No,No,01-03-2025,Low,None
1262,575,SMS,Yes,No,No,01-01-2025,Low,None
1263,917,SMS,Yes,No,No,01-10-2025,Low,None
1264,234,SMS,Yes,Yes,Yes,01-11-2025,High,Smart_Meter
1265,354,SMS,No,No,No,01-04-2025,None,None
1266,158,Email,Yes,No,No,01-07-2025,Low,None
1267,676,Email,Yes,No,No,01-03-2025,Low,None
1268,38,Email,No,No,No,01-12-2025,None,None
1269,546,Email,No,No,No,01-02-2025,None,None
1270,482,SMS,Yes,Yes,Yes,01-09-2025,High,Smart_Meter
1271,613,Email,Yes,Yes,No,01-09-2025,Medium,None
1272,100,SMS,Yes,No,No,01-09-2025,Low,None
1273,330,SMS,No,No,No,01-12-2025,None,None
1274,199,Email,Yes,No,No,01-02-2025,Low,None
1275,130,Email,No,No,No,01-12-2025,None,None
1276,502,SMS,Yes,No,No,01-12-2025,Low,None
1277,599,SMS,No,No,No,01-04-2025,None,None
1278,422,SMS,Yes,No,No,01-02-2025,Low,None
1279,927,SMS,Yes,No,No,01-01-2025,Low,None
1280,566,Email,No,No,No,01-08-2025,None,None
1281,81,SMS,No,No,No,01-05-2025,None,None
1282,409,SMS,Yes,No,No,01-08-2025,Low,None
1283,944,Email,Yes,Yes,No,01-10-2025,Medium,None
1284,553,Email,Yes,Yes,Yes,01-12-2025,High,Solar_Interest
1285,499,Email,Yes,Yes,No,01-10-2025,Medium,None
1286,401,SMS,No,No,No,01-07-2025,None,None
1287,538,SMS,No,No,No,01-12-2025,None,None
1288,76,SMS,Yes,Yes,Yes,01-05-2025,High,Smart_Meter
1289,522,Email,No,No,No,01-10-2025,None,None
1290,257,SMS,Yes,No,No,01-11-2025,Low,None
1291,140,Email,Yes,No,No,01-11-2025,Low,None
1292,543,Email,Yes,No,No,01-10-2025,Low,None
1293,779,Email,Yes,No,No,01-11-2025,Low,None
1294,438,Email,No,No,No,01-06-2025,None,None
1295,84,Email,No,No,No,01-10-2025,None,None
1296,661,SMS,No,No,No,01-03-2025,None,None
1297,256,Email,Yes,No,No,01-04-2025,Low,None
1298,99,Email,Yes,Yes,Yes,01-11-2025,High,Solar_Interest
1299,949,Email,Yes,No,No,01-05-2025,Low,None
1300,177,SMS,Yes,Yes,Yes,01-11-2025,High,Smart_Meter
1301,311,SMS,Yes,Yes,No,01-01-2025,Medium,None
1302,142,Email,No,No,No,01-09-2025,None,None
1303,313,Email,Yes,No,No,01-02-2025,Low,None
1304,143,Email,Yes,No,No,01-08-2025,Low,None
1305,457,Email,No,No,No,01-04-2025,None,None
1306,895,Email,Yes,Yes,Yes,01-05-2025,High,Solar_Interest
1307,245,Email,Yes,Yes,Yes,01-09-2025,High,Solar_Interest
1308,182,Email,Yes,Yes,No,01-01-2025,Medium,None
1309,39,SMS,Yes,No,No,01-06-2025,Low,None
1310,320,Email,Yes,Yes,No,01-05-2025,Medium,None
1311,728,SMS,No,No,No,01-11-2025,None,None
1312,823,SMS,Yes,Yes,No,01-10-2025,Medium,None
1313,198,Email,Yes,No,No,01-07-2025,Low,None
1314,768,SMS,Yes,No,No,01-05-2025,Low,None
1315,989,SMS,No,No,No,01-10-2025,None,None
1316,457,Email,Yes,No,No,01-07-2025,Low,None
1317,815,Email,No,No,No,01-05-2025,None,None
1318,272,SMS,No,No,No,01-09-2025,None,None
1319,33,Email,No,No,No,01-12-2025,None,None
1320,903,SMS,Yes,No,No,01-11-2025,Low,None
1321,953,Email,Yes,Yes,No,01-08-2025,Medium,None
1322,134,Email,Yes,No,No,01-09-2025,Low,None
1323,348,SMS,Yes,No,No,01-05-2025,Low,None
1324,38,Email,Yes,No,No,01-02-2025,Low,None
1325,810,SMS,Yes,Yes,No,01-08-2025,Medium,None
1326,866,Email,No,No,No,01-09-2025,None,None
1327,836,Email,No,No,No,01-10-2025,None,None
1328,931,Email,Yes,Yes,No,01-04-2025,Medium,None
1329,58,Email,Yes,Yes,Yes,01-02-2025,High,Solar_Interest
1330,541,Email,Yes,No,No,01-11-2025,Low,None
1331,424,SMS,No,No,No,01-11-2025,None,None
1332,38,Email,Yes,No,No,01-02-2025,Low,None
1333,891,SMS,Yes,No,No,01-11-2025,Low,None
1334,418,Email,No,No,No,01-03-2025,None,None
1335,599,Email,Yes,No,No,01-09-2025,Low,None
1336,76,SMS,Yes,No,No,01-12-2025,Low,None
1337,912,SMS,No,No,No,01-08-2025,None,None
1338,109,Email,Yes,No,No,01-02-2025,Low,None
1339,306,Email,Yes,No,No,01-03-2025,Low,None
1340,22,SMS,No,No,No,01-07-2025,None,None
1341,712,SMS,No,No,No,01-09-2025,None,None
1342,850,Email,No,No,No,01-01-2025,None,None
1343,633,SMS,No,No,No,01-04-2025,None,None
1344,491,SMS,No,No,No,01-02-2025,None,None
1345,779,Email,No,No,No,01-12-2025,None,None
1346,971,Email,Yes,No,No,01-05-2025,Low,None
1347,597,Email,Yes,No,No,01-02-2025,Low,None
1348,121,SMS,Yes,No,No,01-01-2025,Low,None
1349,234,SMS,Yes,No,No,01-06-2025,Low,None
1350,269,SMS,Yes,No,No,01-05-2025,Low,None
1351,651,Email,No,No,No,01-01-2025,None,None
1352,957,Email,No,No,No,01-05-2025,None,None
1353,747,Email,No,No,No,01-06-2025,None,None
1354,977,SMS,No,No,No,01-02-2025,None,None
1355,267,SMS,No,No,No,01-10-2025,None,None
1356,222,SMS,Yes,Yes,No,01-09-2025,Medium,None
1357,545,SMS,No,No,No,01-07-2025,None,None
1358,462,Email,No,No,No,01-12-2025,None,None
1359,667,Email,No,No,No,01-12-2025,None,None
1360,256,Email,No,No,No,01-04-2025,None,None
1361,247,SMS,No,No,No,01-11-2025,None,None
1362,911,Email,Yes,No,No,01-01-2025,Low,None
1363,670,Email,No,No,No,01-11-2025,None,None
1364,402,SMS,Yes,No,No,01-12-2025,Low,None
1365,958,Email,Yes,No,No,01-06-2025,Low,None
1366,759,Email,Yes,Yes,No,01-05-2025,Medium,None
1367,75,Email,No,No,No,01-05-2025,None,None
1368,948,SMS,No,No,No,01-02-2025,None,None
1369,426,Email,Yes,No,No,01-01-2025,Low,None
1370,468,SMS,Yes,No,No,01-01-2025,Low,None
1371,114,Email,Yes,No,No,01-06-2025,Low,None
1372,465,Email,No,No,No,01-11-2025,None,None
1373,576,Email,No,No,No,01-06-2025,None,None
1374,963,SMS,Yes,No,No,01-10-2025,Low,None
1375,261,SMS,Yes,No,No,01-03-2025,Low,None
1376,375,SMS,Yes,No,No,01-07-2025,Low,None
1377,166,SMS,Yes,Yes,Yes,01-12-2025,High,Smart_Meter
1378,698,Email,No,No,No,01-05-2025,None,None
1379,50,SMS,Yes,Yes,No,01-12-2025,Medium,None
1380,801,SMS,Yes,No,No,01-05-2025,Low,None
1381,72,Email,Yes,Yes,No,01-04-2025,Medium,None
1382,737,SMS,Yes,Yes,Yes,01-03-2025,High,Smart_Meter
1383,39,Email,No,No,No,01-10-2025,None,None
1384,768,SMS,Yes,Yes,No,01-06-2025,Medium,None
1385,528,SMS,Yes,No,No,01-08-2025,Low,None
1386,427,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
1387,643,SMS,Yes,Yes,No,01-04-2025,Medium,None
1388,763,Email,Yes,No,No,01-11-2025,Low,None
1389,134,SMS,Yes,No,No,01-02-2025,Low,None
1390,227,SMS,Yes,No,No,01-05-2025,Low,None
1391,389,SMS,Yes,Yes,No,01-04-2025,Medium,None
1392,650,SMS,Yes,No,No,01-03-2025,Low,None
1393,347,SMS,No,No,No,01-05-2025,None,None
1394,137,SMS,No,No,No,01-11-2025,None,None
1395,781,SMS,No,No,No,01-03-2025,None,None
1396,601,SMS,No,No,No,01-08-2025,None,None
1397,28,SMS,Yes,No,No,01-07-2025,Low,None
1398,400,Email,Yes,No,No,01-02-2025,Low,None
1399,457,Email,Yes,No,No,01-07-2025,Low,None
1400,410,SMS,Yes,Yes,Yes,01-12-2025,High,Smart_Meter
1401,506,Email,Yes,Yes,No,01-12-2025,Medium,None
1402,26,Email,No,No,No,01-09-2025,None,None
1403,302,SMS,No,No,No,01-11-2025,None,None
1404,635,SMS,No,No,No,01-07-2025,None,None
1405,272,Email,No,No,No,01-06-2025,None,None
1406,783,Email,Yes,Yes,No,01-04-2025,Medium,None
1407,479,SMS,Yes,No,No,01-05-2025,Low,None
1408,135,SMS,Yes,No,No,01-01-2025,Low,None
1409,858,SMS,Yes,No,No,01-06-2025,Low,None
1410,195,SMS,No,No,No,01-07-2025,None,None
1411,704,SMS,No,No,No,01-03-2025,None,None
1412,558,SMS,Yes,No,No,01-05-2025,Low,None
1413,510,SMS,Yes,No,No,01-05-2025,Low,None
1414,618,SMS,No,No,No,01-02-2025,None,None
1415,364,Email,Yes,No,No,01-03-2025,Low,None
1416,185,Email,Yes,Yes,Yes,01-01-2025,High,Solar_Interest
1417,700,Email,No,No,No,01-10-2025,None,None
1418,142,SMS,No,No,No,01-10-2025,None,None
1419,403,Email,Yes,Yes,No,01-04-2025,Medium,None
1420,389,Email,Yes,Yes,No,01-09-2025,Medium,None
1421,230,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
1422,720,SMS,Yes,No,No,01-12-2025,Low,None
1423,146,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
1424,535,SMS,No,No,No,01-06-2025,None,None
1425,480,SMS,No,No,No,01-09-2025,None,None
1426,32,SMS,Yes,No,No,01-07-2025,Low,None
1427,802,Email,Yes,No,No,01-07-2025,Low,None
1428,10,SMS,No,No,No,01-03-2025,None,None
1429,735,Email,No,No,No,01-05-2025,None,None
1430,938,Email,No,No,No,01-09-2025,None,None
1431,962,SMS,Yes,No,No,01-01-2025,Low,None
1432,869,Email,No,No,No,01-04-2025,None,None
1433,77,SMS,No,No,No,01-07-2025,None,None
1434,341,SMS,Yes,Yes,No,01-12-2025,Medium,None
1435,860,SMS,No,No,No,01-09-2025,None,None
1436,965,Email,No,No,No,01-09-2025,None,None
1437,571,SMS,Yes,No,No,01-11-2025,Low,None
1438,703,SMS,No,No,No,01-05-2025,None,None
1439,501,SMS,No,No,No,01-06-2025,None,None
1440,462,SMS,Yes,Yes,No,01-10-2025,Medium,None
1441,185,SMS,Yes,No,No,01-10-2025,Low,None
1442,622,Email,No,No,No,01-12-2025,None,None
1443,628,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
1444,553,Email,No,No,No,01-03-2025,None,None
1445,824,SMS,Yes,No,No,01-08-2025,Low,None
1446,817,SMS,Yes,No,No,01-05-2025,Low,None
1447,937,SMS,Yes,Yes,No,01-11-2025,Medium,None
1448,884,SMS,Yes,No,No,01-10-2025,Low,None
1449,321,Email,No,No,No,01-03-2025,None,None
1450,131,SMS,Yes,No,No,01-01-2025,Low,None
1451,596,SMS,No,No,No,01-02-2025,None,None
1452,951,Email,No,No,No,01-12-2025,None,None
1453,778,SMS,Yes,No,No,01-12-2025,Low,None
1454,200,Email,Yes,No,No,01-06-2025,Low,None
1455,912,SMS,Yes,Yes,Yes,01-02-2025,High,Smart_Meter
1456,361,Email,No,No,No,01-11-2025,None,None
1457,790,Email,No,No,No,01-08-2025,None,None
1458,352,Email,No,No,No,01-09-2025,None,None
1459,590,Email,Yes,Yes,No,01-02-2025,Medium,None
1460,786,Email,Yes,No,No,01-08-2025,Low,None
1461,449,SMS,Yes,No,No,01-04-2025,Low,None
1462,109,Email,Yes,Yes,No,01-08-2025,Medium,None
1463,201,SMS,Yes,Yes,No,01-12-2025,Medium,None
1464,590,Email,Yes,Yes,Yes,01-06-2025,High,Solar_Interest
1465,10,SMS,Yes,No,No,01-04-2025,Low,None
1466,19,Email,Yes,No,No,01-01-2025,Low,None
1467,978,Email,Yes,Yes,No,01-06-2025,Medium,None
1468,420,SMS,Yes,No,No,01-09-2025,Low,None
1469,730,Email,Yes,No,No,01-05-2025,Low,None
1470,471,Email,Yes,Yes,No,01-06-2025,Medium,None
1471,688,SMS,No,No,No,01-09-2025,None,None
1472,825,SMS,No,No,No,01-06-2025,None,None
1473,317,Email,Yes,Yes,No,01-02-2025,Medium,None
1474,914,SMS,Yes,No,No,01-01-2025,Low,None
1475,836,Email,Yes,No,No,01-05-2025,Low,None
1476,613,Email,No,No,No,01-07-2025,None,None
1477,904,Email,Yes,Yes,No,01-10-2025,Medium,None
1478,4,Email,Yes,No,No,01-12-2025,Low,None
1479,956,Email,No,No,No,01-02-2025,None,None
1480,504,Email,No,No,No,01-04-2025,None,None
1481,416,Email,Yes,No,No,01-04-2025,Low,None
1482,537,SMS,Yes,Yes,No,01-07-2025,Medium,None
1483,530,SMS,Yes,No,No,01-10-2025,Low,None
1484,669,SMS,Yes,No,No,01-01-2025,Low,None
1485,392,Email,Yes,No,No,01-07-2025,Low,None
1486,162,Email,No,No,No,01-05-2025,None,None
1487,725,SMS,No,No,No,01-01-2025,None,None
1488,903,Email,No,No,No,01-12-2025,None,None
1489,146,Email,Yes,Yes,Yes,01-12-2025,High,Solar_Interest
1490,627,SMS,Yes,No,No,01-12-2025,Low,None
1491,804,Email,Yes,No,No,01-03-2025,Low,None
1492,473,SMS,Yes,Yes,No,01-04-2025,Medium,None
1493,108,Email,Yes,No,No,01-11-2025,Low,None
1494,572,Email,Yes,No,No,01-11-2025,Low,None
1495,110,SMS,Yes,Yes,No,01-05-2025,Medium,None
1496,829,Email,Yes,No,No,01-06-2025,Low,None
1497,128,SMS,Yes,No,No,01-02-2025,Low,None
1498,619,SMS,Yes,No,No,01-08-2025,Low,None
1499,802,Email,Yes,No,No,01-08-2025,Low,None
1500,777,SMS,No,No,No,01-02-2025,None,None
1501,94,Email,No,No,No,01-06-2025,None,None
