Ticket_ID,Customer_ID,Issue_Type,Priority,Status,Created_Date,Closed_Date,Resolution_Time_Days,Escalated_Flag,Ticket_Channel
745,740,Meter Problem,Medium,Closed,18-04-2024,20-04-2024,2,No,Email
746,841,Service Outage,High,Closed,15-01-2026,17-01-2026,2,Yes,Web Form
747,723,Payment Issue,Medium,Closed,23-06-2024,24-06-2024,1,No,Web Form
748,931,Service Outage,High,Open,06-06-2025,,,Yes,Phone
749,106,Service Outage,High,Closed,25-04-2024,30-04-2024,5,Yes,Phone
750,264,General Query,Low,Closed,26-04-2023,27-04-2023,1,No,Email
751,222,Service Outage,Medium,Open,02-09-2024,,,Yes,Email
752,68,General Query,High,Open,22-08-2025,,,Yes,Phone
753,326,General Query,Low,Open,04-06-2025,,,Yes,Phone
754,76,Billing Issue,Medium,Open,06-06-2023,,,Yes,Phone
755,752,Service Outage,Low,Open,04-12-2026,,,No,Email
756,809,Billing Issue,High,Closed,15-08-2025,18-08-2025,3,Yes,Web Form
757,221,General Query,Medium,Closed,18-12-2026,19-12-2026,1,No,Web Form
758,971,Service Outage,Medium,Closed,14-10-2024,16-10-2024,2,No,Phone
759,431,General Query,Medium,Closed,10-12-2024,14-12-2024,4,Yes,Phone
760,832,General Query,Medium,Closed,09-06-2024,12-06-2024,3,No,Phone
761,43,Meter Problem,Medium,Closed,15-06-2023,17-06-2023,2,No,Phone
762,458,Billing Issue,High,Open,12-11-2024,,,Yes,Email
763,981,Billing Issue,Low,Closed,01-10-2024,03-10-2024,2,No,Web Form
764,728,Meter Problem,Medium,Open,12-03-2023,,,Yes,Web Form
765,575,Billing Issue,Medium,Closed,21-04-2025,24-04-2025,3,No,Web Form
766,921,Service Outage,High,Closed,07-01-2024,08-01-2024,1,Yes,Phone
767,94,Service Outage,Medium,Closed,13-01-2024,15-01-2024,2,No,Email
768,113,Billing Issue,Low,Closed,03-03-2024,06-03-2024,3,No,Email
769,903,Service Outage,Low,Closed,09-11-2024,13-11-2024,4,Yes,Phone
770,27,Billing Issue,Medium,Closed,23-05-2025,28-05-2025,5,Yes,Phone
771,234,Billing Issue,Medium,Open,08-01-2024,,,Yes,Phone
772,82,Billing Issue,High,Closed,07-12-2026,09-12-2026,2,Yes,Web Form
773,441,General Query,Medium,Open,15-05-2025,,,Yes,Phone
774,188,Payment Issue,Low,Closed,11-10-2024,16-10-2024,5,Yes,Web Form
775,532,Service Outage,Low,Closed,24-02-2023,27-02-2023,3,No,Web Form
776,718,General Query,Medium,Closed,03-08-2026,04-08-2026,1,No,Email
777,640,Billing Issue,High,Open,09-04-2023,,,Yes,Phone
778,335,Billing Issue,Medium,Closed,25-01-2023,28-01-2023,3,No,Phone
779,210,Service Outage,High,Open,07-02-2023,,,Yes,Phone
780,800,General Query,Low,Closed,07-07-2023,10-07-2023,3,No,Email
781,421,Payment Issue,Medium,Closed,24-01-2024,29-01-2024,5,Yes,Web Form
782,197,Meter Problem,Medium,Closed,06-04-2023,09-04-2023,3,No,Web Form
783,466,General Query,High,Closed,27-05-2025,28-05-2025,1,Yes,Email
784,475,General Query,Low,Closed,01-10-2025,04-10-2025,3,No,Phone
785,510,Payment Issue,High,Closed,19-04-2025,22-04-2025,3,Yes,Phone
786,706,General Query,Low,Open,05-02-2024,,,Yes,Phone
787,102,Billing Issue,High,Closed,02-10-2024,07-10-2024,5,Yes,Email
788,236,Payment Issue,High,Closed,14-09-2024,15-09-2024,1,Yes,Web Form
789,652,Billing Issue,High,Closed,24-11-2026,25-11-2026,1,Yes,Web Form
790,362,Billing Issue,Low,Closed,07-07-2026,12-07-2026,5,Yes,Email
791,712,Service Outage,High,Open,22-05-2026,,,Yes,Email
792,23,Payment Issue,High,Open,06-08-2024,,,Yes,Phone
793,882,Meter Problem,Low,Open,14-05-2025,,,Yes,Web Form
794,611,General Query,High,Open,18-12-2023,,,Yes,Web Form
795,325,Meter Problem,Low,Open,10-11-2025,,,Yes,Email
796,272,Billing Issue,Medium,Closed,06-05-2023,09-05-2023,3,No,Phone
797,410,Billing Issue,High,Closed,09-04-2024,11-04-2024,2,Yes,Phone
798,175,Payment Issue,Low,Open,22-05-2025,,,Yes,Phone
799,594,Meter Problem,Low,Closed,21-02-2026,25-02-2026,4,Yes,Email
800,86,Billing Issue,Low,Closed,23-03-2026,24-03-2026,1,No,Web Form
801,654,Service Outage,High,Open,23-04-2023,,,Yes,Email
802,449,Payment Issue,High,Closed,17-06-2024,18-06-2024,1,Yes,Email
803,81,General Query,Medium,Open,10-05-2025,,,Yes,Email
804,540,Meter Problem,Low,Open,09-12-2026,,,No,Email
805,188,Meter Problem,Low,Open,20-06-2024,,,Yes,Email
806,161,Payment Issue,High,Closed,07-04-2023,08-04-2023,1,Yes,Phone
807,25,Billing Issue,Low,Open,26-09-2023,,,Yes,Phone
808,44,Service Outage,High,Open,27-10-2023,,,Yes,Phone
809,861,Service Outage,Medium,Closed,18-08-2023,21-08-2023,3,No,Email
810,562,General Query,Low,Closed,26-12-2023,28-12-2023,2,No,Phone
811,813,Billing Issue,Low,Closed,19-05-2024,22-05-2024,3,No,Email
812,179,Service Outage,Low,Open,04-09-2025,,,Yes,Web Form
813,70,General Query,Medium,Open,27-06-2026,,,No,Phone
814,776,Meter Problem,Medium,Open,12-05-2025,,,Yes,Web Form
815,97,Payment Issue,Medium,Closed,16-02-2023,17-02-2023,1,No,Email
816,168,Meter Problem,Medium,Closed,18-02-2024,21-02-2024,3,No,Web Form
817,441,General Query,Low,Closed,24-03-2026,28-03-2026,4,Yes,Phone
818,594,Service Outage,Low,Open,27-03-2024,,,Yes,Phone
819,200,Billing Issue,High,Closed,08-03-2025,10-03-2025,2,Yes,Phone
820,286,General Query,Medium,Closed,22-12-2026,25-12-2026,3,No,Email
821,356,Meter Problem,Medium,Closed,04-05-2026,09-05-2026,5,Yes,Phone
822,461,Billing Issue,High,Closed,07-12-2026,12-12-2026,5,Yes,Web Form
823,606,Service Outage,High,Closed,12-06-2026,17-06-2026,5,Yes,Email
824,844,Service Outage,High,Closed,06-12-2023,08-12-2023,2,Yes,Web Form
825,816,Payment Issue,High,Closed,16-04-2025,17-04-2025,1,Yes,Email
826,755,Payment Issue,Medium,Open,14-12-2026,,,No,Email
827,942,Payment Issue,Low,Closed,14-06-2026,18-06-2026,4,Yes,Web Form
828,44,Meter Problem,High,Open,27-11-2023,,,Yes,Phone
829,894,Meter Problem,High,Open,13-12-2024,,,Yes,Email
830,957,General Query,Medium,Closed,15-05-2024,16-05-2024,1,No,Email
831,886,General Query,Low,Open,12-05-2023,,,Yes,Email
832,237,General Query,Low,Closed,19-03-2024,22-03-2024,3,No,Phone
833,869,Service Outage,High,Closed,05-07-2023,06-07-2023,1,Yes,Web Form
834,230,Service Outage,Medium,Open,01-09-2025,,,Yes,Web Form
835,872,Billing Issue,High,Closed,28-02-2023,03-03-2023,3,Yes,Web Form
836,271,Meter Problem,Low,Closed,05-09-2024,09-09-2024,4,Yes,Email
837,752,Service Outage,Medium,Closed,05-08-2023,10-08-2023,5,Yes,Phone
838,279,Payment Issue,Low,Open,10-04-2023,,,Yes,Email
839,472,General Query,High,Closed,23-08-2024,28-08-2024,5,Yes,Web Form
840,69,General Query,Medium,Closed,20-03-2025,21-03-2025,1,No,Email
841,576,Service Outage,Low,Open,20-05-2023,,,Yes,Phone
842,147,Meter Problem,High,Closed,28-12-2024,30-12-2024,2,Yes,Email
843,538,Service Outage,Low,Closed,13-09-2026,14-09-2026,1,No,Phone
844,885,Payment Issue,Low,Open,10-12-2023,,,Yes,Phone
845,781,Billing Issue,High,Closed,07-01-2025,12-01-2025,5,Yes,Web Form
846,535,Meter Problem,High,Open,04-06-2024,,,Yes,Web Form
847,637,Service Outage,Low,Closed,07-12-2024,10-12-2024,3,No,Web Form
848,966,Payment Issue,High,Closed,28-12-2024,31-12-2024,3,Yes,Phone
849,688,Service Outage,High,Open,19-11-2023,,,Yes,Email
850,561,Service Outage,Medium,Open,02-05-2025,,,Yes,Phone
851,315,Billing Issue,Low,Open,02-06-2023,,,Yes,Email
852,893,Billing Issue,Medium,Open,15-08-2023,,,Yes,Phone
853,668,Meter Problem,Low,Closed,19-11-2024,22-11-2024,3,No,Web Form
854,823,Billing Issue,Medium,Closed,28-08-2026,31-08-2026,3,No,Phone
855,99,Payment Issue,Medium,Closed,05-12-2026,06-12-2026,1,No,Web Form
856,205,General Query,Low,Closed,02-09-2023,06-09-2023,4,Yes,Email
857,800,Payment Issue,Low,Open,20-10-2026,,,No,Email
858,780,Billing Issue,Medium,Closed,18-06-2024,20-06-2024,2,No,Web Form
859,547,General Query,High,Open,01-03-2023,,,Yes,Web Form
860,967,Meter Problem,High,Open,03-12-2025,,,Yes,Email
861,506,Billing Issue,Low,Closed,24-09-2023,28-09-2023,4,Yes,Web Form
862,797,Meter Problem,High,Closed,21-07-2024,25-07-2024,4,Yes,Email
863,337,Payment Issue,High,Open,21-08-2025,,,Yes,Phone
864,445,Billing Issue,Low,Open,23-01-2025,,,Yes,Web Form
865,221,Payment Issue,High,Closed,25-04-2023,26-04-2023,1,Yes,Email
866,534,Service Outage,Medium,Closed,22-09-2023,25-09-2023,3,No,Email
867,312,Meter Problem,Low,Closed,25-05-2023,29-05-2023,4,Yes,Email
868,781,Service Outage,Medium,Closed,25-01-2025,26-01-2025,1,No,Email
869,451,Meter Problem,High,Closed,23-02-2026,27-02-2026,4,Yes,Phone
870,472,Billing Issue,Low,Open,26-06-2023,,,Yes,Web Form
871,669,Meter Problem,Medium,Closed,02-06-2024,05-06-2024,3,No,Email
872,90,General Query,Low,Closed,23-10-2025,28-10-2025,5,Yes,Phone
873,490,Billing Issue,High,Open,28-08-2024,,,Yes,Phone
874,281,Billing Issue,Low,Closed,28-12-2023,01-01-2024,4,Yes,Email
875,492,Service Outage,High,Closed,15-10-2026,19-10-2026,4,Yes,Web Form
876,769,Payment Issue,Medium,Closed,14-10-2025,16-10-2025,2,No,Phone
877,79,Payment Issue,Low,Closed,19-11-2023,21-11-2023,2,No,Phone
878,986,General Query,Medium,Closed,18-12-2025,23-12-2025,5,Yes,Email
879,404,General Query,Low,Closed,06-10-2024,09-10-2024,3,No,Email
880,624,Meter Problem,Medium,Closed,19-10-2026,22-10-2026,3,No,Email
881,936,Meter Problem,Medium,Open,05-07-2025,,,Yes,Web Form
882,206,Meter Problem,Low,Closed,11-08-2025,15-08-2025,4,Yes,Email
883,209,Service Outage,High,Closed,19-03-2026,23-03-2026,4,Yes,Phone
884,257,Billing Issue,Medium,Open,20-07-2024,,,Yes,Phone
885,99,Billing Issue,Low,Open,24-12-2026,,,No,Web Form
886,453,Payment Issue,Low,Open,01-01-2025,,,Yes,Email
887,203,General Query,Low,Closed,26-01-2026,27-01-2026,1,No,Email
888,741,General Query,Low,Closed,01-12-2026,04-12-2026,3,No,Web Form
889,421,Service Outage,High,Closed,01-01-2026,03-01-2026,2,Yes,Email
890,662,Payment Issue,Medium,Open,21-02-2024,,,Yes,Phone
891,859,Meter Problem,High,Closed,03-01-2026,05-01-2026,2,Yes,Email
892,354,General Query,Low,Closed,14-10-2024,19-10-2024,5,Yes,Web Form
893,887,Service Outage,Low,Closed,19-06-2023,22-06-2023,3,No,Web Form
894,439,Billing Issue,High,Closed,16-04-2026,17-04-2026,1,Yes,Web Form
895,212,Service Outage,High,Open,14-12-2023,,,Yes,Phone
896,817,Service Outage,Low,Closed,18-08-2023,19-08-2023,1,No,Email
897,714,Payment Issue,Medium,Closed,12-05-2023,13-05-2023,1,No,Email
898,317,General Query,Low,Open,10-09-2024,,,Yes,Phone
899,83,Service Outage,Low,Open,13-11-2024,,,Yes,Phone
900,860,Billing Issue,Low,Closed,26-01-2024,27-01-2024,1,No,Phone
901,173,General Query,Low,Open,21-02-2026,,,Yes,Phone
902,828,General Query,Low,Closed,08-07-2023,11-07-2023,3,No,Phone
903,777,General Query,Low,Closed,28-11-2023,02-12-2023,4,Yes,Web Form
904,946,Meter Problem,Low,Open,03-09-2026,,,No,Web Form
905,903,Service Outage,High,Open,09-03-2026,,,Yes,Email
906,113,Meter Problem,Medium,Closed,02-03-2023,07-03-2023,5,Yes,Web Form
907,651,Meter Problem,Low,Closed,02-01-2023,06-01-2023,4,Yes,Email
908,571,Meter Problem,Medium,Closed,11-01-2025,14-01-2025,3,No,Phone
909,440,Service Outage,High,Closed,22-08-2024,24-08-2024,2,Yes,Email
910,284,Payment Issue,High,Open,19-12-2024,,,Yes,Phone
911,328,Billing Issue,High,Closed,06-08-2023,11-08-2023,5,Yes,Web Form
912,549,Billing Issue,Medium,Closed,04-01-2023,08-01-2023,4,Yes,Web Form
913,209,Billing Issue,Low,Closed,23-01-2023,26-01-2023,3,No,Phone
914,719,General Query,High,Open,03-02-2025,,,Yes,Email
915,374,Payment Issue,Medium,Open,08-07-2024,,,Yes,Web Form
916,497,General Query,Medium,Closed,21-07-2024,26-07-2024,5,Yes,Email
917,842,Payment Issue,High,Closed,04-02-2023,06-02-2023,2,Yes,Web Form
918,402,Billing Issue,Low,Closed,14-03-2024,18-03-2024,4,Yes,Email
919,145,Payment Issue,Medium,Closed,11-03-2026,16-03-2026,5,Yes,Email
920,134,Billing Issue,Medium,Closed,14-09-2025,19-09-2025,5,Yes,Phone
921,501,Payment Issue,Medium,Open,23-06-2026,,,No,Web Form
922,177,Billing Issue,Medium,Closed,17-05-2024,20-05-2024,3,No,Web Form
923,583,General Query,Low,Closed,27-06-2025,02-07-2025,5,Yes,Phone
924,433,Payment Issue,High,Closed,09-04-2023,11-04-2023,2,Yes,Email
925,437,Billing Issue,Low,Closed,02-09-2023,05-09-2023,3,No,Phone
926,50,Service Outage,Low,Closed,03-06-2023,04-06-2023,1,No,Web Form
927,684,Billing Issue,High,Closed,21-01-2024,23-01-2024,2,Yes,Web Form
928,206,General Query,Low,Closed,11-05-2023,14-05-2023,3,No,Phone
929,870,Billing Issue,Medium,Open,27-08-2026,,,No,Web Form
930,778,General Query,Low,Closed,19-08-2025,24-08-2025,5,Yes,Phone
931,160,Service Outage,Low,Closed,06-10-2023,10-10-2023,4,Yes,Phone
932,175,Billing Issue,Medium,Closed,19-08-2026,21-08-2026,2,No,Web Form
933,22,Meter Problem,Low,Closed,19-12-2025,24-12-2025,5,Yes,Phone
934,790,Meter Problem,Low,Closed,24-11-2023,29-11-2023,5,Yes,Phone
935,605,General Query,Low,Open,11-07-2025,,,Yes,Web Form
936,966,Meter Problem,High,Closed,02-04-2025,05-04-2025,3,Yes,Email
937,757,Meter Problem,Medium,Closed,11-01-2025,15-01-2025,4,Yes,Web Form
938,190,Payment Issue,High,Open,19-12-2024,,,Yes,Email
939,494,Billing Issue,Medium,Open,08-02-2023,,,Yes,Email
940,770,Meter Problem,Low,Closed,08-05-2026,10-05-2026,2,No,Phone
941,866,Billing Issue,High,Closed,21-04-2023,26-04-2023,5,Yes,Phone
942,611,Service Outage,Medium,Closed,22-03-2025,27-03-2025,5,Yes,Email
943,694,Meter Problem,High,Closed,26-07-2025,31-07-2025,5,Yes,Phone
944,616,Service Outage,Medium,Closed,08-12-2025,13-12-2025,5,Yes,Email
945,345,Meter Problem,Medium,Closed,14-05-2025,19-05-2025,5,Yes,Email
946,382,Payment Issue,High,Closed,27-09-2026,02-10-2026,5,Yes,Phone
947,406,General Query,Low,Open,15-04-2026,,,Yes,Email
948,790,Billing Issue,Medium,Closed,09-03-2025,12-03-2025,3,No,Phone
949,494,Service Outage,High,Open,22-08-2026,,,Yes,Email
950,560,General Query,High,Open,03-05-2025,,,Yes,Web Form
951,705,Service Outage,Low,Closed,07-05-2025,09-05-2025,2,No,Email
952,286,Service Outage,High,Open,11-07-2026,,,Yes,Email
953,121,Payment Issue,High,Closed,04-07-2024,06-07-2024,2,Yes,Phone
954,213,Billing Issue,High,Open,16-06-2026,,,Yes,Web Form
955,918,General Query,Medium,Open,20-11-2026,,,No,Phone
956,697,Payment Issue,High,Closed,13-03-2025,16-03-2025,3,Yes,Phone
957,877,General Query,High,Open,01-03-2024,,,Yes,Web Form
958,9,Service Outage,Medium,Open,24-12-2025,,,Yes,Email
959,934,Billing Issue,Low,Open,04-03-2024,,,Yes,Phone
960,74,General Query,High,Closed,06-09-2026,09-09-2026,3,Yes,Email
961,599,Meter Problem,Medium,Closed,01-05-2024,05-05-2024,4,Yes,Web Form
962,728,Service Outage,Low,Closed,12-10-2026,14-10-2026,2,No,Web Form
963,909,Meter Problem,Medium,Closed,16-11-2023,18-11-2023,2,No,Web Form
964,834,Meter Problem,Low,Open,15-03-2024,,,Yes,Email
965,788,Service Outage,Medium,Closed,01-01-2026,03-01-2026,2,No,Phone
966,814,Service Outage,High,Closed,01-06-2026,05-06-2026,4,Yes,Email
967,21,Service Outage,Low,Closed,15-12-2023,19-12-2023,4,Yes,Phone
968,240,Service Outage,High,Open,10-01-2025,,,Yes,Phone
969,299,General Query,Medium,Open,09-07-2025,,,Yes,Web Form
970,829,Payment Issue,Medium,Open,17-11-2026,,,No,Web Form
971,906,Service Outage,Low,Open,11-07-2023,,,Yes,Email
972,774,Payment Issue,High,Closed,16-04-2024,19-04-2024,3,Yes,Web Form
973,405,Meter Problem,Low,Closed,03-01-2023,07-01-2023,4,Yes,Email
974,799,Service Outage,High,Closed,10-04-2026,12-04-2026,2,Yes,Email
975,144,General Query,Medium,Open,07-09-2023,,,Yes,Web Form
976,182,Meter Problem,High,Closed,20-03-2026,25-03-2026,5,Yes,Email
977,609,Meter Problem,High,Closed,07-06-2023,10-06-2023,3,Yes,Phone
978,43,Meter Problem,High,Closed,03-11-2026,07-11-2026,4,Yes,Email
979,323,Service Outage,Medium,Open,26-06-2026,,,No,Phone
980,722,General Query,Low,Open,01-03-2025,,,Yes,Email
981,259,General Query,Medium,Open,06-09-2026,,,No,Email
982,134,Payment Issue,Low,Open,18-09-2024,,,Yes,Phone
983,669,Payment Issue,Low,Closed,04-03-2023,05-03-2023,1,No,Phone
984,37,Payment Issue,Low,Open,15-12-2023,,,Yes,Web Form
985,709,General Query,High,Closed,26-07-2026,31-07-2026,5,Yes,Phone
986,187,General Query,Low,Closed,14-01-2026,17-01-2026,3,No,Email
987,952,Service Outage,Low,Closed,09-02-2024,12-02-2024,3,No,Phone
988,459,Meter Problem,High,Open,28-02-2025,,,Yes,Email
989,766,General Query,Low,Open,01-06-2025,,,Yes,Web Form
990,460,Service Outage,High,Open,03-02-2024,,,Yes,Web Form
991,741,Payment Issue,Low,Closed,07-02-2025,12-02-2025,5,Yes,Email
992,504,General Query,Low,Open,07-02-2023,,,Yes,Phone
993,39,Service Outage,Medium,Closed,18-01-2023,20-01-2023,2,No,Email
994,100,Meter Problem,Medium,Open,28-07-2026,,,No,Phone
995,744,General Query,Medium,Open,07-04-2025,,,Yes,Phone
996,674,Meter Problem,High,Closed,28-03-2023,01-04-2023,4,Yes,Email
997,718,Service Outage,High,Open,12-02-2025,,,Yes,Email
998,253,Meter Problem,High,Open,17-10-2024,,,Yes,Phone
999,171,Payment Issue,Low,Open,15-09-2024,,,Yes,Web Form
1000,43,Billing Issue,High,Closed,08-11-2024,12-11-2024,4,Yes,Web Form
1001,419,Payment Issue,Medium,Open,22-08-2023,,,Yes,Web Form
1002,763,Service Outage,Medium,Closed,04-02-2025,09-02-2025,5,Yes,Phone
1003,426,General Query,Medium,Closed,19-12-2025,21-12-2025,2,No,Web Form
1004,818,Meter Problem,High,Closed,10-02-2024,11-02-2024,1,Yes,Email
1005,532,Billing Issue,Low,Open,04-11-2026,,,No,Phone
1006,551,Billing Issue,Low,Open,18-01-2023,,,Yes,Email
1007,155,General Query,Medium,Closed,13-05-2025,17-05-2025,4,Yes,Phone
1008,713,Billing Issue,High,Closed,09-12-2025,10-12-2025,1,Yes,Email
1009,128,Billing Issue,Medium,Closed,11-08-2024,14-08-2024,3,No,Web Form
1010,706,Meter Problem,High,Open,18-09-2023,,,Yes,Phone
1011,411,Meter Problem,High,Closed,16-02-2026,19-02-2026,3,Yes,Web Form
1012,690,Meter Problem,Low,Open,13-08-2023,,,Yes,Email
1013,460,Payment Issue,Low,Closed,14-06-2026,19-06-2026,5,Yes,Email
1014,451,Meter Problem,High,Open,01-11-2025,,,Yes,Web Form
1015,401,Billing Issue,Medium,Closed,04-12-2025,05-12-2025,1,No,Email
1016,921,Payment Issue,Low,Closed,25-05-2026,27-05-2026,2,No,Phone
1017,693,Payment Issue,Low,Open,06-01-2023,,,Yes,Web Form
1018,661,Meter Problem,Medium,Open,02-09-2026,,,No,Web Form
1019,605,Billing Issue,High,Open,09-05-2024,,,Yes,Web Form
1020,655,Meter Problem,High,Closed,17-03-2026,21-03-2026,4,Yes,Email
1021,755,Service Outage,High,Closed,04-11-2024,09-11-2024,5,Yes,Web Form
1022,946,Billing Issue,High,Open,17-10-2024,,,Yes,Email
1023,566,Meter Problem,Low,Open,27-12-2023,,,Yes,Email
1024,953,Payment Issue,High,Open,12-09-2023,,,Yes,Web Form
1025,802,Meter Problem,High,Open,04-12-2025,,,Yes,Email
1026,769,General Query,Low,Open,27-10-2025,,,Yes,Web Form
1027,408,Meter Problem,High,Open,10-12-2025,,,Yes,Web Form
1028,334,Service Outage,Low,Closed,10-01-2025,12-01-2025,2,No,Email
1029,958,Service Outage,High,Closed,09-05-2023,12-05-2023,3,Yes,Web Form
1030,829,Billing Issue,High,Closed,18-12-2024,23-12-2024,5,Yes,Phone
1031,329,Payment Issue,High,Open,15-04-2026,,,Yes,Web Form
1032,746,Meter Problem,Low,Closed,14-07-2023,18-07-2023,4,Yes,Phone
1033,890,Service Outage,High,Closed,06-01-2023,11-01-2023,5,Yes,Web Form
1034,163,Payment Issue,Medium,Closed,11-04-2026,14-04-2026,3,No,Phone
1035,51,Service Outage,High,Closed,23-07-2024,26-07-2024,3,Yes,Web Form
1036,600,Payment Issue,Medium,Open,01-12-2024,,,Yes,Email
1037,308,General Query,High,Closed,23-05-2025,26-05-2025,3,Yes,Web Form
1038,424,Meter Problem,Medium,Closed,01-09-2023,05-09-2023,4,Yes,Web Form
1039,377,Payment Issue,Medium,Open,26-01-2024,,,Yes,Email
1040,591,Service Outage,Medium,Open,02-10-2026,,,No,Web Form
1041,667,Service Outage,High,Open,05-09-2026,,,Yes,Email
1042,751,Meter Problem,High,Closed,21-12-2024,22-12-2024,1,Yes,Email
1043,628,Billing Issue,Low,Closed,15-01-2025,18-01-2025,3,No,Web Form
1044,103,Billing Issue,Medium,Open,23-04-2023,,,Yes,Phone
1045,335,Payment Issue,Low,Closed,09-09-2025,14-09-2025,5,Yes,Web Form
1046,748,Service Outage,Medium,Closed,27-06-2023,02-07-2023,5,Yes,Web Form
1047,12,General Query,High,Closed,02-05-2025,06-05-2025,4,Yes,Web Form
1048,810,Service Outage,High,Open,27-05-2023,,,Yes,Web Form
1049,343,Meter Problem,High,Open,26-11-2026,,,Yes,Phone
1050,294,Billing Issue,Medium,Closed,16-06-2024,18-06-2024,2,No,Phone
1051,971,General Query,High,Closed,16-09-2024,21-09-2024,5,Yes,Phone
1052,235,Meter Problem,Low,Open,07-05-2023,,,Yes,Phone
1053,338,General Query,Low,Open,28-07-2023,,,Yes,Phone
1054,300,Service Outage,Low,Closed,15-05-2026,20-05-2026,5,Yes,Phone
1055,213,Meter Problem,High,Open,07-05-2023,,,Yes,Email
1056,696,Meter Problem,High,Closed,11-11-2023,13-11-2023,2,Yes,Web Form
1057,334,Service Outage,High,Open,10-07-2026,,,Yes,Web Form
1058,149,Meter Problem,High,Open,18-08-2023,,,Yes,Phone
1059,630,General Query,Medium,Open,15-03-2024,,,Yes,Email
1060,463,Meter Problem,High,Closed,18-08-2025,21-08-2025,3,Yes,Web Form
1061,244,Payment Issue,Medium,Closed,13-03-2024,15-03-2024,2,No,Web Form
1062,222,General Query,High,Closed,14-01-2026,16-01-2026,2,Yes,Email
1063,899,General Query,Low,Closed,07-11-2025,08-11-2025,1,No,Phone
1064,592,Billing Issue,High,Closed,02-03-2024,05-03-2024,3,Yes,Phone
1065,344,General Query,Medium,Closed,03-11-2024,05-11-2024,2,No,Phone
1066,963,Payment Issue,Medium,Closed,02-01-2023,06-01-2023,4,Yes,Phone
1067,580,Payment Issue,Low,Closed,03-11-2023,08-11-2023,5,Yes,Phone
1068,127,Service Outage,Low,Closed,21-01-2026,23-01-2026,2,No,Web Form
1069,570,Billing Issue,Low,Closed,07-07-2025,10-07-2025,3,No,Email
1070,925,Service Outage,High,Open,05-04-2026,,,Yes,Web Form
1071,647,Billing Issue,Medium,Open,24-05-2026,,,No,Web Form
1072,815,Meter Problem,Low,Open,20-03-2026,,,Yes,Email
1073,329,Billing Issue,High,Closed,06-04-2025,09-04-2025,3,Yes,Email
1074,28,Service Outage,Low,Open,08-12-2025,,,Yes,Phone
1075,360,General Query,Medium,Open,01-12-2026,,,No,Web Form
1076,189,Meter Problem,High,Closed,21-04-2023,23-04-2023,2,Yes,Phone
1077,446,Meter Problem,High,Closed,11-03-2024,12-03-2024,1,Yes,Phone
1078,944,Payment Issue,Low,Open,03-09-2025,,,Yes,Web Form
1079,814,Payment Issue,High,Open,18-04-2024,,,Yes,Web Form
1080,347,Meter Problem,High,Closed,15-10-2024,20-10-2024,5,Yes,Email
1081,914,Service Outage,High,Closed,03-09-2024,06-09-2024,3,Yes,Email
1082,666,General Query,High,Open,01-11-2024,,,Yes,Email
1083,553,Service Outage,High,Closed,24-11-2025,27-11-2025,3,Yes,Phone
1084,870,Billing Issue,Low,Closed,01-12-2026,02-12-2026,1,No,Phone
1085,46,Billing Issue,Low,Closed,11-11-2025,12-11-2025,1,No,Phone
1086,908,Billing Issue,Medium,Closed,01-02-2023,02-02-2023,1,No,Phone
1087,406,Service Outage,High,Open,17-01-2024,,,Yes,Email
1088,671,Meter Problem,High,Open,17-12-2025,,,Yes,Email
1089,426,Service Outage,Medium,Open,18-06-2024,,,Yes,Web Form
1090,219,General Query,Low,Open,16-12-2024,,,Yes,Phone
1091,50,General Query,Medium,Closed,20-03-2026,23-03-2026,3,No,Web Form
1092,758,Meter Problem,Low,Closed,24-12-2023,26-12-2023,2,No,Web Form
1093,440,Meter Problem,High,Open,06-07-2023,,,Yes,Email
1094,149,Payment Issue,High,Open,11-01-2023,,,Yes,Email
1095,831,Meter Problem,High,Closed,27-01-2026,28-01-2026,1,Yes,Web Form
1096,165,Payment Issue,Medium,Closed,15-04-2024,18-04-2024,3,No,Web Form
1097,74,General Query,High,Open,05-12-2026,,,Yes,Web Form
1098,31,Meter Problem,High,Open,12-11-2026,,,Yes,Phone
1099,125,Payment Issue,Medium,Closed,26-05-2023,27-05-2023,1,No,Web Form
1100,973,Service Outage,Low,Open,11-10-2024,,,Yes,Email
1101,37,Meter Problem,Low,Closed,01-01-2023,06-01-2023,5,Yes,Email
1102,856,Payment Issue,High,Open,20-09-2023,,,Yes,Phone
1103,700,General Query,High,Closed,10-11-2023,15-11-2023,5,Yes,Phone
1104,164,Payment Issue,Low,Closed,03-10-2024,06-10-2024,3,No,Phone
1105,707,General Query,Medium,Closed,15-03-2025,19-03-2025,4,Yes,Email
1106,494,Billing Issue,High,Closed,19-03-2025,24-03-2025,5,Yes,Web Form
1107,913,Billing Issue,Low,Closed,24-03-2025,28-03-2025,4,Yes,Email
1108,616,Service Outage,Medium,Open,18-06-2023,,,Yes,Phone
1109,572,General Query,Low,Open,19-12-2026,,,No,Email
1110,329,General Query,High,Closed,09-01-2023,10-01-2023,1,Yes,Phone
1111,594,Meter Problem,Medium,Open,07-12-2026,,,No,Web Form
1112,340,Payment Issue,High,Closed,27-11-2025,29-11-2025,2,Yes,Phone
1113,679,Billing Issue,Low,Closed,28-09-2026,01-10-2026,3,No,Phone
1114,309,Payment Issue,Medium,Open,28-11-2024,,,Yes,Phone
